# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
90231        1   11979645   11986485     34      15  464626      -1.4146    8.8818e-16      -1.4146
5351         1   11994724   12035599    196      37  468696     -0.24095    9.7145e-16     -0.24095
9927         1   12040238   12073572    146      28  465256     -0.67326     9.992e-16     -0.67326
60672        1   12079299   12092106     46      19  461408      0.51831     9.992e-16      0.51831
943          1   12123434   12204264    379      78  467188     -0.32324     9.992e-16     -0.32324
7133         1   12227044   12269279    186      40  470837      0.46992     9.992e-16      0.46992
55187        1   12290101   12572099    872      56  466170     -0.45614     9.992e-16     -0.45614
9249         1   12627939   12677820    236      66  468205      -0.2207    9.7145e-16      -0.2207
343066       1   12704566   12727097    103      25  462370      0.28243     9.992e-16      0.28243
126767       1   12776118   12788726     66      20  464404      -1.2379    8.8818e-16      -1.2379
93190        1   12806163   12821102     75      16  467663     -0.53158     9.992e-16     -0.53158
390999       1   12834984   12838049     13       7  472985       1.5108    8.8818e-16       1.5108
65121        1   12851546   12856777     22       7  446608      -1.0227    8.8818e-16      -1.0227
440560       1   12884468   12891264     26      12  451187      -1.0991    8.8818e-16      -1.0991
343069       1   12907261   12908578      4       2  475710     -0.38237     9.992e-16     -0.38237
65122        1   12916941   12921764     23       8  469450     0.025718    9.8185e-16     0.025718
400735       1   12939033   12946025     12       9  434773      -1.0972    8.8818e-16      -1.0972
343071       1   12952727   12958094      2       1  477071       1.3123    8.8818e-16       1.3123
440563       1   13182960   13184326     12       6  471206      -1.3146    8.8818e-16      -1.3146
653619       1   13641973   13648987      1       1  469677     -0.58811     9.992e-16     -0.58811
729528       1   13668269   13673511      2       1  457330     0.098615    9.8532e-16     0.098615
645414       1   13694889   13698405      2       1   70019      0.60586     9.992e-16      0.60586
391004       1   13716088   13719064     13       6  376269      -1.0537    8.8818e-16      -1.0537
645425       1   13736907   13747803      4       2  472679     -0.64899     9.992e-16     -0.64899
126755       1   13801445   13840242    244      68  459077       0.8974     9.992e-16       0.8974
10630        1   13910252   13944452    189      58  470838      -2.1744    8.8818e-16      -2.1744
7799         1   14026714   14151574    551      55  467644     -0.34522     9.992e-16     -0.34522
23254        1   14219646   15444544   6679     495  468521       1.3081    8.8818e-16       1.3081
55092        1   15479028   15546974    442      44  477011      -2.0522    8.8818e-16      -2.0522
727684       1   15490692   15498120     35      12  478291      -1.7163    8.8818e-16      -1.7163
114827       1   15573730   15724767    761     108  468199      0.94922     9.992e-16      0.94922
79180        1   15736391   15756839    112      37  454356      0.71984     9.992e-16      0.71984
11330        1   15764938   15773153     36      16  464113     -0.78373     9.992e-16     -0.78373
63036        1   15783223   15798586     84      21  468006       -1.457    8.8818e-16       -1.457
51032        1   15802596   15817895     77      21  470354      -1.2328    8.8818e-16      -1.2328
842          1   15817896   15851407    182      23  470298      -1.1351    8.8818e-16      -1.1351
23341        1   15853343   15898228    162      26  475680       -1.945    8.8818e-16       -1.945
79814        1   15898194   15911605     71      13  473034      -1.1044    8.8818e-16      -1.1044
84301        1   15943953   15995539    174      24  468814     -0.43247     9.992e-16     -0.43247
6248         1   15986364   15988217      7       5  404621      0.20926    9.7145e-16      0.20926
23207        1   16010632   16061264    229      36  472760     -0.73285     9.992e-16     -0.73285
284723       1   16062721   16067884     17      10  469376     -0.46474     9.992e-16     -0.46474
388595       1   16068987   16074292     30      13  469829      0.31336     9.992e-16      0.31336
54751        1   16083107   16113089    129      30  467776      0.51863     9.992e-16      0.51863
440567       1   16133657   16134194      4       2  486672       -1.146    8.8818e-16       -1.146
23013        1   16174359   16266951    321      53  456874     0.035712    9.8532e-16     0.035712
7709         1   16268364   16302627    115      44  461031     -0.63335     9.992e-16     -0.63335
101928566    1   16302626   16323701    121      34  468397     -0.45013     9.992e-16     -0.45013
149563       1   16330731   16333184     21       9  472024       1.0125    8.8818e-16       1.0125
27129        1   16340523   16346084     50       8  474023     -0.53581     9.992e-16     -0.53581
1187         1   16348486   16360548     96      24  452533      -0.6522     9.992e-16      -0.6522
1188         1   16370231   16383821    122      24  474623     -0.80172     9.992e-16     -0.80172
348487       1   16384264   16400127     70      16  470710     -0.61135     9.992e-16     -0.61135
1969         1   16450832   16482582    124      49  449951      -1.1275    8.8818e-16      -1.1275
128272       1   16524599   16539104     70      15  478703      0.30592     9.992e-16      0.30592
101927546    1   16551343   16553528      6       2  485691      0.21166    9.7145e-16      0.21166
79363        1   16558182   16563659     21      11  453995      0.80052     9.992e-16      0.80052
54455        1   16573339   16678965    325      34  460666     0.050819    9.8532e-16     0.050819
26099        1   16693525   16724643     98      25  467595      0.28341     9.992e-16      0.28341
374955       1   16722101   16763919    185      48  465830     -0.97327     9.992e-16     -0.97327
55707        1   16767167   16786585     68      23  464773      -1.1379    8.8818e-16      -1.1379
100133301    1   16865561   16866198      2       1  445801      -1.5924    8.8818e-16      -1.5924
9696         1   17248445   17299474    123      38  454663      0.62251     9.992e-16      0.62251
4237         1   17300997   17308081     23       8  459522     -0.24387    9.7145e-16     -0.24387
23400        1   17312453   17338467     90      32  449273    -0.066624    9.8532e-16    -0.066624
6390         1   17345217   17380665    156      23  473132     -0.82961     9.992e-16     -0.82961
11240        1   17393256   17445948    338      34  476755     -0.75497     9.992e-16     -0.75497
29943        1   17531621   17572501    242      85  467975      -1.6778    8.8818e-16      -1.6778
51702        1   17575593   17610728    229      47  476272      0.23449    9.7145e-16      0.23449
23569        1   17634690   17690495    356      37  476744     -0.66544     9.992e-16     -0.66544
353238       1   17698741   17728195    224      31  474883     -0.74395     9.992e-16     -0.74395
55920        1   17733251   17766250    150      43  456625       -2.185    8.8818e-16       -2.185
55160        1   17846693   18024370    883     107  465717      -1.4249    8.8818e-16      -1.4249
81569        1   18081808   18153558    314      46  471918      0.58293     9.992e-16      0.58293
84966        1   18434240   18704977   1501     223  467147      -1.9734    8.8818e-16      -1.9734
127707       1   18807424   18812540     23       8  480510       1.4946    8.8818e-16       1.4946
5081         1   18957500   19075360    598     137  464193     -0.98078     9.992e-16     -0.98078
80834        1   19166093   19186155    140      33  476116       1.0139    8.8818e-16       1.0139
8659         1   19197924   19229293    204      44  470171        1.259    8.8818e-16        1.259
126917       1   19230774   19282826    269      57  469417     -0.38164     9.992e-16     -0.38164
23352        1   19401000   19536812    444      49  465863     -0.79779     9.992e-16     -0.79779
23065        1   19542158   19578053    139      28  476252      0.85301     9.992e-16      0.85301
51154        1   19578075   19586622     53      10  482828      0.56445     9.992e-16      0.56445
22977        1   19609057   19615280     31       8  475850      0.79371     9.992e-16      0.79371
8574         1   19629202   19638640     37      17  473689      0.84675     9.992e-16      0.84675
54896        1   19638740   19658925    128      24  479324      0.60956     9.992e-16      0.60956
832          1   19665267   19812066    775      47  472024      0.75085     9.992e-16      0.75085
440574       1   19923471   19956315    148      23  468139        1.708    8.8818e-16        1.708
100532736    1   19923471   19984949    296      46  471793       1.7044    8.8818e-16       1.7044
4681         1   19969723   19984949     75      29  477304       1.3028    8.8818e-16       1.3028
3362         1   19991780   20006055     67      26  459597       1.2584    8.8818e-16       1.2584
255104       1   20008706   20126424    614      96  467659      0.66559     9.992e-16      0.66559
54546        1   20140522   20141771     11       7  479059      -1.5776    8.8818e-16      -1.5776
23252        1   20208356   20239438    112      33  464023      0.20995    9.7145e-16      0.20995
30814        1   20246800   20250110     20       8  480469     -0.56806     9.992e-16     -0.56806
5320         1   20301924   20306932     25      16  471972     -0.70729     9.992e-16     -0.70729
5322         1   20386157   20418394    170      40  469048       1.8311    8.8818e-16       1.8311
26279        1   20439143   20446059     31      16  478364       1.2719    8.8818e-16       1.2719
64600        1   20465823   20476879     45      27  472566      0.42161     9.992e-16      0.42161
391013       1   20490484   20501687     44      14  472009       2.4582    8.8818e-16       2.4582
127733       1   20512578   20522540     26      17  468987    -0.012732    9.8185e-16    -0.012732
127731       1   20617412   20681662    337      50  468688     -0.30379     9.992e-16     -0.30379
55450        1   20808884   20812728     10       6  427038     -0.60567     9.992e-16     -0.60567
79594        1   20825941   20834674     40      18  475461      0.38215     9.992e-16      0.38215
163933       1   20878932   20881513      6       3  472975       1.8306    8.8818e-16       1.8306
978          1   20915444   20945401    161      37  475040     -0.39553     9.992e-16     -0.39553
65018        1   20959948   20978004     96      19  470653      -1.6175    8.8818e-16      -1.6175
1650         1   20978260   20988037     45      14  471331     -0.69224     9.992e-16     -0.69224
57576        1   20990475   21044317    326      77  469040    -0.097196    9.8532e-16    -0.097196
400745       1   21046225   21059133     56      20  477202       1.2905    8.8818e-16       1.2905
50809        1   21069170   21113808    122      30  477287       2.9043    8.8818e-16       2.9043
8672         1   21132785   21503381   1132      55  469621       3.4013    8.8818e-16       3.4013
1889         1   21543740   21672034    601      86  464758     -0.17206    9.7145e-16     -0.17206
84224        1   21766583   21811393    219      33  465626     -0.71451     9.992e-16     -0.71451
249          1   21835475   21904905    403      51  474751     -0.46627     9.992e-16     -0.46627
5909         1   21922708   21996010    350      66  469313      -1.4841    8.8818e-16      -1.4841
84196        1   22004791   22109688    447      61  471939     -0.00291    9.8185e-16     -0.00291
401944       1   22138758   22151714     72      41  454838      0.48362     9.992e-16      0.48362
3339         1   22148737   22263750    588      79  469365      0.46189     9.992e-16      0.46189
23436        1   22303418   22315847    111      20  477813     -0.46367     9.992e-16     -0.46367
10136        1   22328149   22339035     51      13  477145     -0.38924     9.992e-16     -0.38924
998          1   22379120   22419439    153      39  470517       1.2523    8.8818e-16       1.2523
54361        1   22443798   22470474    131      35  472312       1.4562    8.8818e-16       1.4562
9923         1   22778344   22857650    255      42  464810      0.45679     9.992e-16      0.45679
2046         1   22890004   22930087    199      44  468323     -0.90912     9.992e-16     -0.90912
712          1   22963118   22966175     15      10  463710     -0.79649     9.992e-16     -0.79649
714          1   22969969   22974603     24       6  478659     -0.14708    9.7145e-16     -0.14708
713          1   22979682   22988130     36      14  473320     -0.69943     9.992e-16     -0.69943
2048         1   23037263   23241823    937     139  463425     -0.48025     9.992e-16     -0.48025
646262       1   23279536   23299524     79      25  473786     -0.92748     9.992e-16     -0.92748
729059       1   23337327   23342343     17       8  468747      0.18802    9.7145e-16      0.18802
23028        1   23345937   23410184    160      39  460971      -2.0604    8.8818e-16      -2.0604
7798         1   23410516   23504301    261      43  469949      -1.4743    8.8818e-16      -1.4743
3352         1   23518388   23521222     15      10  464427    -0.025149    9.8185e-16    -0.025149
10236        1   23635953   23671143    107      32  456833     -0.56437     9.992e-16     -0.56437
80818        1   23685941   23696357     41      13  474584     -0.58827     9.992e-16     -0.58827
6920         1   23707555   23751269    191      48  458068     -0.33264     9.992e-16     -0.33264
55616        1   23755056   23810750    181      39  472175      0.80164     9.992e-16      0.80164
1870         1   23832920   23857712     92      25  444968      0.42099     9.992e-16      0.42099
3399         1   23884421   23886285     14       8  474789       1.7329    8.8818e-16       1.7329
6135         1   24018269   24022915     22       9  468902    -0.032317    9.8532e-16    -0.032317
6924         1   24069856   24088549     58      15  464241      -1.2911    8.8818e-16      -1.2911
57095        1   24104876   24114722     24      16  447653     -0.22633    9.7145e-16     -0.22633
11313        1   24117275   24122029     11       7  455273     0.063984    9.8532e-16     0.063984
2582         1   24122089   24127294     10       7  461097      0.50973     9.992e-16      0.50973
3155         1   24128367   24165110     96      26  468414      0.71635     9.992e-16      0.71635
2517         1   24171567   24194859     75      25  467555       1.4859    8.8818e-16       1.4859
1269         1   24197005   24285549    330      30  465113       1.3493    8.8818e-16       1.3493
55629        1   24286301   24289952      5       2  407876       3.5119    8.8818e-16       3.5119
10772        1   24292935   24306953     12       5  474361       3.3217    8.8818e-16       3.3217
127294       1   24382531   24438665    299      45  471069       1.6803    8.8818e-16       1.6803
58985        1   24446261   24469783     98      30  475910      0.21683    9.7145e-16      0.21683
163702       1   24480647   24513765    189      39  473809      -1.3725    8.8818e-16      -1.3725
57822        1   24645812   24690972    187      58  467526       0.3339     9.992e-16       0.3339
90529        1   24683489   24741587    245      46  470975    -0.095063    9.8532e-16    -0.095063
57185        1   24742245   24799473    307      43  467441      0.12197    9.8532e-16      0.12197
11123        1   24828841   24863510    158      34  467720      0.63944     9.992e-16      0.63944
400746       1   24882567   24935819    277      43  475000      -1.6922    8.8818e-16      -1.6922
10250        1   24969594   24999772     66      33  469892     -0.56529     9.992e-16     -0.56529
25932        1   25071760   25170815    224      69  456523      0.35442     9.992e-16      0.35442
864          1   25226002   25291648    258      70  469794       1.3225    8.8818e-16       1.3225
25949        1   25548767   25559013     39      14  452584     -0.52357     9.992e-16     -0.52357
57035        1   25568740   25574010     22      12  460882     -0.98349     9.992e-16     -0.98349
6007         1   25598884   25656936      3       2  477638       1.7319    8.8818e-16       1.7319
23585        1   25664789   25688852     79      27  452179      -1.2622    8.8818e-16      -1.2622
6006         1   25687853   25747363    183      32  455347     -0.65716     9.992e-16     -0.65716
55219        1   25757388   25826700    251      40  463908     -0.56058     9.992e-16     -0.56058
26119        1   25870071   25895377    133      30  466328      -0.7027     9.992e-16      -0.7027
57134        1   25943959   26111258    659      73  461956     -0.29946     9.992e-16     -0.29946
57190        1   26126667   26144713     77      21  458441      0.99287     9.992e-16      0.99287
56181        1   26146397   26159433     45      10  462192       1.0099    8.8818e-16       1.0099
79000        1   26158414   26185939    100      12  464029      0.80002     9.992e-16      0.80002
164091       1   26187975   26202461     43      12  443440        2.741    8.8818e-16        2.741
3925         1   26210670   26233368     57      19  456734       1.9237    8.8818e-16       1.9237
5051         1   26286258   26326366    145      28  462635     -0.47811     9.992e-16     -0.47811
2134         1   26348266   26362955     53      25  448237      0.16495    9.7145e-16      0.16495
7780         1   26364513   26373439     35      14  446667      -1.7119    8.8818e-16      -1.7119
84676        1   26377792   26394142     73      22  467206     -0.81091     9.992e-16     -0.81091
149420       1   26437656   26452039     54      13  464701     -0.39365     9.992e-16     -0.39365
79927        1   26485511   26489119     19      12  465317     -0.74081     9.992e-16     -0.74081
51042        1   26496388   26497364      6       3  474176      0.39074     9.992e-16      0.39074
10256        1   26503981   26516375     51      23  457729    -0.057076    9.8532e-16    -0.057076
378807       1   26517119   26529033     80      20  469344      0.59058     9.992e-16      0.59058
64793        1   26560644   26605529    204      30  454610      0.31436     9.992e-16      0.31436
83442        1   26606213   26608013      7       4  468274     -0.17153    9.7145e-16     -0.17153
91544        1   26608773   26644756    174      26  462606     -0.02314    9.8185e-16     -0.02314
1043         1   26644411   26647014     20       8  451222      -1.1104    8.8818e-16      -1.1104
55057        1   26648350   26680621    149      34  453727      -1.6226    8.8818e-16      -1.6226
257101       1   26688125   26701023     66      20  458704     -0.33964     9.992e-16     -0.33964
79727        1   26737269   26756219     66      31  468040      0.75238     9.992e-16      0.75238
79947        1   26758773   26797797    131      49  468118       1.2171    8.8818e-16       1.2171
3151         1   26798902   26803133     14       8  443582    -0.075594    9.8532e-16    -0.075594
6195         1   26856249   26901520    156      37  462336     -0.61937     9.992e-16     -0.61937
101928728    1   27018623   27022896     16       8  475351      0.86485     9.992e-16      0.86485
8289         1   27022522   27108601    206      39  458694      0.70697     9.992e-16      0.70697
55650        1   27113739   27124894     26      13  472724       0.6642     9.992e-16       0.6642
84243        1   27153201   27184092    101      36  463512       1.3138    8.8818e-16       1.3138
2810         1   27189633   27190947      2       1  465324      0.69617     9.992e-16      0.69617
54707        1   27205872   27216869     27      10  473166       1.5678    8.8818e-16       1.5678
63906        1   27216979   27226962     25      16  449537      0.45589     9.992e-16      0.45589
8431         1   27237975   27240567      7       5  473789    -0.030368    9.8185e-16    -0.030368
10726        1   27248187   27273362     80      32  457740      0.91086     9.992e-16      0.91086
126695       1   27276047   27286901     31      13  448672      0.75256     9.992e-16      0.75256
388610       1   27320189   27327377     21       8  461077      0.86101     9.992e-16      0.86101
115572       1   27331511   27339333     25      13  468162       0.3306     9.992e-16       0.3306
6548         1   27425300   27481621    163      50  456390      -1.8198    8.8818e-16      -1.8198
23038        1   27561007   27635124    200      50  457626     -0.49504     9.992e-16     -0.49504
