# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
26038        1    6161847    6240194    451      77  465419       1.9579    8.8818e-16       1.9579
6146         1    6245080    6259679     47      14  473060      0.80215    7.7716e-16      0.80215
388591       1    6266189    6281359     62      18  461134       1.4843    8.8818e-16       1.4843
23463        1    6281253    6296044     52      19  452101        1.551    8.8818e-16        1.551
390992       1    6304252    6305638      6       3  476173      0.29652    7.7716e-16      0.29652
387509       1    6307406    6321035     61      13  452309      -1.5904    8.8818e-16      -1.5904
11332        1    6324332    6453826    679      56  470956     -0.71665    7.7716e-16     -0.71665
54626        1    6475292    6484724     37      11  478771     -0.28694    7.7716e-16     -0.28694
83715        1    6484836    6521004    162      31  467449    -0.073127    7.9103e-16    -0.073127
8718         1    6520787    6527432     35      16  475224      -1.0745    8.8818e-16      -1.0745
57449        1    6526152    6580121    263      64  465523     -0.14658    7.7716e-16     -0.14658
79707        1    6581407    6614658    169      15  471758     -0.48199    7.7716e-16     -0.48199
80835        1    6614987    6639817    109      29  463912      0.12997    7.7716e-16      0.12997
3104         1    6640051    6649340     20      13  452311       2.3852    8.8818e-16       2.3852
9903         1    6650784    6662958     59      24  475492       1.8891    8.8818e-16       1.8891
148479       1    6673756    6684093     37      13  469445       2.1363    8.8818e-16       2.1363
90326        1    6684925    6695646     48      16  476407       2.6641    8.8818e-16       2.6641
55735        1    6694228    6761966    257      47  468311       2.2304    8.8818e-16       2.2304
23261        1    6845384    7829766   4336     358  469781     0.098274    7.9103e-16     0.098274
9341         1    7831329    7841492     41      15  477909      0.54937    7.7716e-16      0.54937
8863         1    7844413    7905241    294      37  472715      0.51805    7.7716e-16      0.51805
10911        1    7907672    7913551     31      13  480743      -1.4938    8.8818e-16      -1.4938
3604         1    7975931    8003225     82      21  474672     -0.35503    7.7716e-16     -0.35503
11315        1    8021714    8045342    102      30  462688     -0.78163    7.7716e-16     -0.78163
54206        1    8071779    8086393     46      17  462286      0.08507    7.9103e-16      0.08507
50651        1    8378171    8404227    114      28  469296       1.7187    8.8818e-16       1.7187
473          1    8412464    8877699   1290      69  465044       2.2447    8.8818e-16       2.2447
2023         1    8921059    8939151     59      22  467967     -0.42628    7.7716e-16     -0.42628
765          1    9005893    9035151    178      49  466479      0.38173    7.7716e-16      0.38173
155184       1    9063359    9086404    129      47  471033        1.092    8.8818e-16        1.092
6518         1    9097005    9131763    153      32  471589        1.797    8.8818e-16        1.797
80045        1    9163472    9189229     96      27  461785       1.7767    8.8818e-16       1.7767
9563         1    9294822    9331396    177      56  456295     -0.50827    7.7716e-16     -0.50827
80176        1    9335202    9429591    611     116  473250      -1.2336    8.8818e-16      -1.2336
84275        1    9599528    9642831    162      42  463300       1.6931    8.8818e-16       1.6931
199953       1    9648932    9674935    108      38  455347       1.9429    8.8818e-16       1.9429
5293         1    9711789    9789172    335      67  460695      0.80004    7.7716e-16      0.80004
22883        1    9789079    9884550    451      35  449731      -1.1176    8.8818e-16      -1.1176
56998        1    9908334    9970316    233      59  456352      0.65874    7.7716e-16      0.65874
84328        1    9982168   10003460     71      22  476843      -1.7157    8.8818e-16      -1.7157
64802        1   10003486   10045556    140      35  460421     -0.61093    7.7716e-16     -0.61093
116362       1   10057255   10076078     56      15  461243      -1.0583    8.8818e-16      -1.0583
10277        1   10093041   10241297    544      46  470117     -0.69416    7.7716e-16     -0.69416
23095        1   10270606   10441664    689      35  473689      0.20034    7.7716e-16      0.20034
5226         1   10458884   10480565     77      22  462067     -0.91523    7.7716e-16     -0.91523
378708       1   10489944   10510239     79      22  474230      -0.9691    7.7716e-16      -0.9691
100526739    1   10490159   10512060     83      22  473648     -0.99835    7.7716e-16     -0.99835
1325         1   10509776   10512060      7       3  472800      -1.1614    8.8818e-16      -1.1614
1676         1   10520588   10532613     48      25  459750      -1.3996    8.8818e-16      -1.3996
5195         1   10535003   10690815    582      67  470111     -0.64309    7.7716e-16     -0.64309
54897        1   10696661   10856733    763     150  466110      -1.0679    8.8818e-16      -1.0679
148345       1   11006530   11042094    195      42  469880      -3.2325    8.8818e-16      -3.2325
23435        1   11072462   11085549     48      17  467359     -0.12325    7.9103e-16     -0.12325
10747        1   11086580   11107296     88      21  474630      0.28049    7.7716e-16      0.28049
6723         1   11114649   11120091     16       8  440555      -1.3309    8.8818e-16      -1.3309
5394         1   11126675   11159961    139      17  469744        -1.77    8.8818e-16        -1.77
2475         1   11166588   11322614    487      30  470971      -2.1158    8.8818e-16      -2.1158
10218        1   11249346   11256038     24       7  473277      -1.0759    8.8818e-16      -1.0759
29914        1   11333255   11348491     36      10  449546     0.071674    7.9103e-16     0.071674
57540        1   11539295   11597640    213      35  470857     -0.51055    7.7716e-16     -0.51055
26232        1   11707924   11714888     39      25  471479     -0.56632    7.7716e-16     -0.56632
93611        1   11714432   11723384     34      16  474321      0.11436    7.9103e-16      0.11436
26270        1   11724150   11734411     52      22  462242      0.84737    7.7716e-16      0.84737
10459        1   11734537   11751678     87      26  464017     -0.22375    7.7716e-16     -0.22375
374946       1   11751781   11780336    138      40  459402       -0.699    7.7716e-16       -0.699
57085        1   11796142   11810828     54      19  475345      -1.0544    8.8818e-16      -1.0544
284498       1   11823827   11849642    189      21  473333       2.0042    8.8818e-16       2.0042
4524         1   11845787   11866160    108      21  471720       1.4991    8.8818e-16       1.4991
1185         1   11866153   11903201    247      28  471497       1.3897    8.8818e-16       1.3897
4878         1   11905766   11907840     14       5  483909        1.272    8.8818e-16        1.272
4879         1   11917521   11918992      5       3  463892      0.60495    7.7716e-16      0.60495
90231        1   11979645   11986485     34      15  464626      -1.4223    8.8818e-16      -1.4223
5351         1   11994724   12035599    196      37  468696     -0.24873    7.7716e-16     -0.24873
9927         1   12040238   12073572    146      28  465256     -0.68245    7.7716e-16     -0.68245
60672        1   12079299   12092106     46      19  461408      0.50973    7.7716e-16      0.50973
943          1   12123434   12204264    379      78  467188     -0.32843    7.7716e-16     -0.32843
7133         1   12227044   12269279    186      40  470837      0.46287    7.7716e-16      0.46287
55187        1   12290101   12572099    872      56  466170     -0.46543    7.7716e-16     -0.46543
9249         1   12627939   12677820    236      66  468205     -0.22701    7.7716e-16     -0.22701
343066       1   12704566   12727097    103      25  462370      0.27348    7.7716e-16      0.27348
126767       1   12776118   12788726     66      20  464404      -1.2462    8.8818e-16      -1.2462
93190        1   12806163   12821102     75      16  467663     -0.53884    7.7716e-16     -0.53884
390999       1   12834984   12838049     13       7  472985       1.5056    8.8818e-16       1.5056
65121        1   12851546   12856777     22       7  446608       -1.033    8.8818e-16       -1.033
440560       1   12884468   12891264     26      12  451187      -1.1088    8.8818e-16      -1.1088
343069       1   12907261   12908578      4       2  475710     -0.38563    7.7716e-16     -0.38563
65122        1   12916941   12921764     23       8  469450     0.018985    7.8756e-16     0.018985
400735       1   12939033   12946025     12       9  434773      -1.1078    8.8818e-16      -1.1078
343071       1   12952727   12958094      2       1  477071       1.3113    8.8818e-16       1.3113
440563       1   13182960   13184326     12       6  471206      -1.3206    8.8818e-16      -1.3206
653619       1   13641973   13648987      1       1  469677     -0.62323    7.7716e-16     -0.62323
729528       1   13668269   13673511      2       1  457330     0.092512    7.9103e-16     0.092512
645414       1   13694889   13698405      2       1   70019      0.62637    7.7716e-16      0.62637
391004       1   13716088   13719064     13       6  376269      -1.0637    8.8818e-16      -1.0637
645425       1   13736907   13747803      4       2  472679     -0.65289    7.7716e-16     -0.65289
126755       1   13801445   13840242    244      68  459077      0.89071    7.7716e-16      0.89071
10630        1   13910252   13944452    189      58  470838      -2.1802    8.8818e-16      -2.1802
7799         1   14026714   14151574    551      55  467644     -0.35232    7.7716e-16     -0.35232
23254        1   14219646   15444544   6679     495  468521       1.3114    8.8818e-16       1.3114
55092        1   15479028   15546974    442      44  477011      -2.0608    8.8818e-16      -2.0608
727684       1   15490692   15498120     35      12  478291      -1.7231    8.8818e-16      -1.7231
114827       1   15573730   15724767    761     108  468199      0.94552    7.7716e-16      0.94552
79180        1   15736391   15756839    112      37  454356      0.71151    7.7716e-16      0.71151
11330        1   15764938   15773153     36      16  464113     -0.79215    7.7716e-16     -0.79215
63036        1   15783223   15798586     84      21  468006      -1.4659    8.8818e-16      -1.4659
51032        1   15802596   15817895     77      21  470354      -1.2413    8.8818e-16      -1.2413
842          1   15817896   15851407    182      23  470298      -1.1454    8.8818e-16      -1.1454
23341        1   15853343   15898228    162      26  475680      -1.9535    8.8818e-16      -1.9535
79814        1   15898194   15911605     71      13  473034      -1.1136    8.8818e-16      -1.1136
84301        1   15943953   15995539    174      24  468814     -0.44122    7.7716e-16     -0.44122
6248         1   15986364   15988217      7       5  404621       0.1994    7.7716e-16       0.1994
23207        1   16010632   16061264    229      36  472760     -0.74022    7.7716e-16     -0.74022
284723       1   16062721   16067884     17      10  469376     -0.47094    7.7716e-16     -0.47094
388595       1   16068987   16074292     30      13  469829      0.30682    7.7716e-16      0.30682
54751        1   16083107   16113089    129      30  467776      0.51046    7.7716e-16      0.51046
440567       1   16133657   16134194      4       2  486672      -1.1471    8.8818e-16      -1.1471
23013        1   16174359   16266951    321      53  456874     0.027959    7.8756e-16     0.027959
7709         1   16268364   16302627    115      44  461031     -0.64059    7.7716e-16     -0.64059
101928566    1   16302626   16323701    121      34  468397     -0.45763    7.7716e-16     -0.45763
149563       1   16330731   16333184     21       9  472024       1.0064    8.8818e-16       1.0064
27129        1   16340523   16346084     50       8  474023     -0.54502    7.7716e-16     -0.54502
1187         1   16348486   16360548     96      24  452533     -0.66224    7.7716e-16     -0.66224
1188         1   16370231   16383821    122      24  474623     -0.81019    7.7716e-16     -0.81019
348487       1   16384264   16400127     70      16  470710     -0.61964    7.7716e-16     -0.61964
1969         1   16450832   16482582    124      49  449951      -1.1355    8.8818e-16      -1.1355
128272       1   16524599   16539104     70      15  478703       0.2983    7.7716e-16       0.2983
101927546    1   16551343   16553528      6       2  485691      0.20752    7.7716e-16      0.20752
79363        1   16558182   16563659     21      11  453995      0.79144    7.7716e-16      0.79144
54455        1   16573339   16678965    325      34  460666     0.040703     7.841e-16     0.040703
26099        1   16693525   16724643     98      25  467595      0.27563    7.7716e-16      0.27563
374955       1   16722101   16763919    185      48  465830     -0.98099    7.7716e-16     -0.98099
55707        1   16767167   16786585     68      23  464773      -1.1465    8.8818e-16      -1.1465
100133301    1   16865561   16866198      2       1  445801      -1.6304    8.8818e-16      -1.6304
9696         1   17248445   17299474    123      38  454663      0.61448    7.7716e-16      0.61448
4237         1   17300997   17308081     23       8  459522      -0.2541    7.7716e-16      -0.2541
23400        1   17312453   17338467     90      32  449273    -0.076559    7.9103e-16    -0.076559
6390         1   17345217   17380665    156      23  473132     -0.83924    7.7716e-16     -0.83924
11240        1   17393256   17445948    338      34  476755     -0.76437    7.7716e-16     -0.76437
29943        1   17531621   17572501    242      85  467975      -1.6819    8.8818e-16      -1.6819
51702        1   17575593   17610728    229      47  476272      0.22798    7.7716e-16      0.22798
23569        1   17634690   17690495    356      37  476744     -0.67426    7.7716e-16     -0.67426
353238       1   17698741   17728195    224      31  474883     -0.75291    7.7716e-16     -0.75291
55920        1   17733251   17766250    150      43  456625      -2.1937    8.8818e-16      -2.1937
55160        1   17846693   18024370    883     107  465717      -1.4282    8.8818e-16      -1.4282
81569        1   18081808   18153558    314      46  471918      0.57499    7.7716e-16      0.57499
84966        1   18434240   18704977   1501     223  467147      -1.9664    8.8818e-16      -1.9664
127707       1   18807424   18812540     23       8  480510       1.4873    8.8818e-16       1.4873
5081         1   18957500   19075360    598     137  464193     -0.98052    7.7716e-16     -0.98052
80834        1   19166093   19186155    140      33  476116       1.0059    8.8818e-16       1.0059
8659         1   19197924   19229293    204      44  470171       1.2519    8.8818e-16       1.2519
126917       1   19230774   19282826    269      57  469417     -0.38786    7.7716e-16     -0.38786
23352        1   19401000   19536812    444      49  465863     -0.80612    7.7716e-16     -0.80612
23065        1   19542158   19578053    139      28  476252      0.84605    7.7716e-16      0.84605
51154        1   19578075   19586622     53      10  482828      0.55801    7.7716e-16      0.55801
22977        1   19609057   19615280     31       8  475850      0.78804    7.7716e-16      0.78804
8574         1   19629202   19638640     37      17  473689      0.83906    7.7716e-16      0.83906
54896        1   19638740   19658925    128      24  479324       0.6012    7.7716e-16       0.6012
832          1   19665267   19812066    775      47  472024      0.74153    7.7716e-16      0.74153
440574       1   19923471   19956315    148      23  468139       1.7003    8.8818e-16       1.7003
100532736    1   19923471   19984949    296      46  471793       1.6976    8.8818e-16       1.6976
4681         1   19969723   19984949     75      29  477304       1.2956    8.8818e-16       1.2956
3362         1   19991780   20006055     67      26  459597       1.2505    8.8818e-16       1.2505
255104       1   20008706   20126424    614      96  467659       0.6614    7.7716e-16       0.6614
54546        1   20140522   20141771     11       7  479059      -1.5819    8.8818e-16      -1.5819
23252        1   20208356   20239438    112      33  464023      0.20208    7.7716e-16      0.20208
30814        1   20246800   20250110     20       8  480469      -0.5729    7.7716e-16      -0.5729
5320         1   20301924   20306932     25      16  471972     -0.71364    7.7716e-16     -0.71364
5322         1   20386157   20418394    170      40  469048       1.8234    8.8818e-16       1.8234
26279        1   20439143   20446059     31      16  478364       1.2656    8.8818e-16       1.2656
64600        1   20465823   20476879     45      27  472566      0.41555    7.7716e-16      0.41555
391013       1   20490484   20501687     44      14  472009       2.4501    8.8818e-16       2.4501
127733       1   20512578   20522540     26      17  468987    -0.019252    7.8756e-16    -0.019252
127731       1   20617412   20681662    337      50  468688     -0.31134    7.7716e-16     -0.31134
55450        1   20808884   20812728     10       6  427038     -0.61728    7.7716e-16     -0.61728
79594        1   20825941   20834674     40      18  475461      0.37579    7.7716e-16      0.37579
163933       1   20878932   20881513      6       3  472975       1.8267    8.8818e-16       1.8267
978          1   20915444   20945401    161      37  475040     -0.40335    7.7716e-16     -0.40335
65018        1   20959948   20978004     96      19  470653      -1.6265    8.8818e-16      -1.6265
1650         1   20978260   20988037     45      14  471331     -0.70054    7.7716e-16     -0.70054
57576        1   20990475   21044317    326      77  469040     -0.10226    7.9103e-16     -0.10226
400745       1   21046225   21059133     56      20  477202       1.2839    8.8818e-16       1.2839
50809        1   21069170   21113808    122      30  477287       2.8969    8.8818e-16       2.8969
8672         1   21132785   21503381   1132      55  469621       3.3917    8.8818e-16       3.3917
1889         1   21543740   21672034    601      86  464758     -0.17713    7.7716e-16     -0.17713
84224        1   21766583   21811393    219      33  465626     -0.72351    7.7716e-16     -0.72351
249          1   21835475   21904905    403      51  474751     -0.47361    7.7716e-16     -0.47361
5909         1   21922708   21996010    350      66  469313      -1.4903    8.8818e-16      -1.4903
84196        1   22004791   22109688    447      61  471939   -0.0090126    7.8756e-16   -0.0090126
401944       1   22138758   22151714     72      41  454838      0.47543    7.7716e-16      0.47543
3339         1   22148737   22263750    588      79  469365      0.45698    7.7716e-16      0.45698
23436        1   22303418   22315847    111      20  477813      -0.4702    7.7716e-16      -0.4702
10136        1   22328149   22339035     51      13  477145     -0.39601    7.7716e-16     -0.39601
998          1   22379120   22419439    153      39  470517       1.2459    8.8818e-16       1.2459
54361        1   22443798   22470474    131      35  472312       1.4492    8.8818e-16       1.4492
9923         1   22778344   22857650    255      42  464810      0.44851    7.7716e-16      0.44851
2046         1   22890004   22930087    199      44  468323     -0.91665    7.7716e-16     -0.91665
712          1   22963118   22966175     15      10  463710     -0.80345    7.7716e-16     -0.80345
714          1   22969969   22974603     24       6  478659      -0.1547    7.7716e-16      -0.1547
713          1   22979682   22988130     36      14  473320     -0.70689    7.7716e-16     -0.70689
2048         1   23037263   23241823    937     139  463425     -0.48125    7.7716e-16     -0.48125
646262       1   23279536   23299524     79      25  473786     -0.93544    7.7716e-16     -0.93544
729059       1   23337327   23342343     17       8  468747      0.18051    7.7716e-16      0.18051
23028        1   23345937   23410184    160      39  460971      -2.0687    8.8818e-16      -2.0687
7798         1   23410516   23504301    261      43  469949      -1.4818    8.8818e-16      -1.4818
3352         1   23518388   23521222     15      10  464427    -0.031919     7.841e-16    -0.031919
10236        1   23635953   23671143    107      32  456833     -0.57249    7.7716e-16     -0.57249
80818        1   23685941   23696357     41      13  474584     -0.59502    7.7716e-16     -0.59502
6920         1   23707555   23751269    191      48  458068     -0.33992    7.7716e-16     -0.33992
55616        1   23755056   23810750    181      39  472175      0.79519    7.7716e-16      0.79519
1870         1   23832920   23857712     92      25  444968      0.41018    7.7716e-16      0.41018
3399         1   23884421   23886285     14       8  474789       1.7261    8.8818e-16       1.7261
6135         1   24018269   24022915     22       9  468902    -0.038443     7.841e-16    -0.038443
6924         1   24069856   24088549     58      15  464241      -1.2986    8.8818e-16      -1.2986
57095        1   24104876   24114722     24      16  447653     -0.23503    7.7716e-16     -0.23503
11313        1   24117275   24122029     11       7  455273     0.051196     7.841e-16     0.051196
2582         1   24122089   24127294     10       7  461097      0.49436    7.7716e-16      0.49436
3155         1   24128367   24165110     96      26  468414      0.70797    7.7716e-16      0.70797
2517         1   24171567   24194859     75      25  467555       1.4785    8.8818e-16       1.4785
1269         1   24197005   24285549    330      30  465113       1.3392    8.8818e-16       1.3392
55629        1   24286301   24289952      5       2  407876       3.5002    8.8818e-16       3.5002
10772        1   24292935   24306953     12       5  474361       3.3161    8.8818e-16       3.3161
127294       1   24382531   24438665    299      45  471069       1.6719    8.8818e-16       1.6719
58985        1   24446261   24469783     98      30  475910      0.20946    7.7716e-16      0.20946
163702       1   24480647   24513765    189      39  473809      -1.3801    8.8818e-16      -1.3801
57822        1   24645812   24690972    187      58  467526      0.32804    7.7716e-16      0.32804
90529        1   24683489   24741587    245      46  470975     -0.10269    7.9103e-16     -0.10269
57185        1   24742245   24799473    307      43  467441      0.11334    7.9103e-16      0.11334
11123        1   24828841   24863510    158      34  467720      0.63111    7.7716e-16      0.63111
400746       1   24882567   24935819    277      43  475000      -1.7004    8.8818e-16      -1.7004
10250        1   24969594   24999772     66      33  469892     -0.57169    7.7716e-16     -0.57169
25932        1   25071760   25170815    224      69  456523      0.34849    7.7716e-16      0.34849
864          1   25226002   25291648    258      70  469794       1.3174    8.8818e-16       1.3174
25949        1   25548767   25559013     39      14  452584     -0.55151    7.7716e-16     -0.55151
57035        1   25568740   25574010     22      12  460882     -0.99166    7.7716e-16     -0.99166
6007         1   25598884   25656936      3       2  477638       1.7283    8.8818e-16       1.7283
23585        1   25664789   25688852     79      27  452179      -1.2712    8.8818e-16      -1.2712
6006         1   25687853   25747363    183      32  455347      -0.6671    7.7716e-16      -0.6671
55219        1   25757388   25826700    251      40  463908     -0.56957    7.7716e-16     -0.56957
26119        1   25870071   25895377    133      30  466328     -0.71111    7.7716e-16     -0.71111
57134        1   25943959   26111258    659      73  461956     -0.30569    7.7716e-16     -0.30569
57190        1   26126667   26144713     77      21  458441      0.98352    7.7716e-16      0.98352
56181        1   26146397   26159433     45      10  462192       1.0011    8.8818e-16       1.0011
79000        1   26158414   26185939    100      12  464029      0.79065    7.7716e-16      0.79065
164091       1   26187975   26202461     43      12  443440        2.731    8.8818e-16        2.731
3925         1   26210670   26233368     57      19  456734       1.9137    8.8818e-16       1.9137
5051         1   26286258   26326366    145      28  462635      -0.4873    7.7716e-16      -0.4873
2134         1   26348266   26362955     53      25  448237      0.15599    7.7716e-16      0.15599
7780         1   26364513   26373439     35      14  446667      -1.7216    8.8818e-16      -1.7216
84676        1   26377792   26394142     73      22  467206     -0.81861    7.7716e-16     -0.81861
149420       1   26437656   26452039     54      13  464701     -0.40146    7.7716e-16     -0.40146
79927        1   26485511   26489119     19      12  465317     -0.74822    7.7716e-16     -0.74822
51042        1   26496388   26497364      6       3  474176      0.38433    7.7716e-16      0.38433
10256        1   26503981   26516375     51      23  457729    -0.065345    7.9103e-16    -0.065345
378807       1   26517119   26529033     80      20  469344      0.58159    7.7716e-16      0.58159
64793        1   26560644   26605529    204      30  454610      0.30421    7.7716e-16      0.30421
83442        1   26606213   26608013      7       4  468274     -0.17742    7.7716e-16     -0.17742
91544        1   26608773   26644756    174      26  462606    -0.032562     7.841e-16    -0.032562
1043         1   26644411   26647014     20       8  451222      -1.1197    8.8818e-16      -1.1197
55057        1   26648350   26680621    149      34  453727      -1.6328    8.8818e-16      -1.6328
257101       1   26688125   26701023     66      20  458704     -0.34881    7.7716e-16     -0.34881
79727        1   26737269   26756219     66      31  468040      0.74462    7.7716e-16      0.74462
79947        1   26758773   26797797    131      49  468118       1.2111    8.8818e-16       1.2111
3151         1   26798902   26803133     14       8  443582    -0.085191    7.9103e-16    -0.085191
6195         1   26856249   26901520    156      37  462336       -0.628    7.7716e-16       -0.628
101928728    1   27018623   27022896     16       8  475351      0.85952    7.7716e-16      0.85952
8289         1   27022522   27108601    206      39  458694      0.69902    7.7716e-16      0.69902
55650        1   27113739   27124894     26      13  472724      0.65811    7.7716e-16      0.65811
84243        1   27153201   27184092    101      36  463512       1.3066    8.8818e-16       1.3066
2810         1   27189633   27190947      2       1  465324      0.69266    7.7716e-16      0.69266
54707        1   27205872   27216869     27      10  473166       1.5615    8.8818e-16       1.5615
63906        1   27216979   27226962     25      16  449537      0.44731    7.7716e-16      0.44731
8431         1   27237975   27240567      7       5  473789    -0.034838     7.841e-16    -0.034838
10726        1   27248187   27273362     80      32  457740      0.90289    7.7716e-16      0.90289
126695       1   27276047   27286901     31      13  448672      0.74385    7.7716e-16      0.74385
