# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
84328        1    9972168   10038460     64      14  11226     -0.36861             0     -0.36861
116362       1   10022255   10086078     62       9  11226     -0.36737             0     -0.36737
10277        1   10058041   10251297    252      15  11226     -0.64577             0     -0.64577
23095        1   10235606   10451664    443      17  11226     -0.76925             0     -0.76925
5226         1   10423884   10490565    107      18  11226      -1.0855             0      -1.0855
378708       1   10454944   10520239     73      20  11226       -1.534             0       -1.534
100526739    1   10455159   10522060     72      20  11226      -1.5444             0      -1.5444
1325         1   10474776   10522060     44      14  11226      -1.5499             0      -1.5499
5195         1   10500003   10700815    227      33  11226      -1.4655             0      -1.4655
1676         1   10510588   10567613     47       7  11226     -0.66277             0     -0.66277
54897        1   10686661   10891733    352      89  11226     -0.61257             0     -0.61257
148345       1   10996530   11077094    132      25  11226        1.279             0        1.279
23435        1   11037462   11095549     70      17  11226       1.6741             0       1.6741
10747        1   11076580   11142296     98       8  11226     -0.31755             0     -0.31755
6723         1   11104649   11155091     70       4  11226      -2.3391             0      -2.3391
5394         1   11116675   11194961    119       5  11226      -1.5639             0      -1.5639
2475         1   11156588   11357614    259      12  11226      -1.0299             0      -1.0299
10218        1   11214346   11266038     66       3  11226      -1.9197             0      -1.9197
29914        1   11298255   11358491     70      12  11226     -0.17417   -2.7756e-17     -0.17417
57540        1   11504295   11607640    131      22  11226     -0.53162             0     -0.53162
93611        1   11679432   11733384     85      24  11226     -0.45869             0     -0.45869
26270        1   11689150   11744411     99      28  11226     -0.45393             0     -0.45393
26232        1   11697924   11749888     91      26  11226     -0.38107             0     -0.38107
374946       1   11716781   11790336    129      35  11226      0.67046             0      0.67046
10459        1   11724537   11786678    110      30  11226      0.86669             0      0.86669
57085        1   11761142   11820828     93      26  11226      0.18906   -2.7756e-17      0.18906
284498       1   11788827   11859642    152      26  11226      -1.8434             0      -1.8434
1185         1   11831153   11913201    241      18  11226      -1.4589             0      -1.4589
4524         1   11835787   11901160    201      15  11226      -1.5242             0      -1.5242
4878         1   11895766   11942840    124      20  11226      -1.1111             0      -1.1111
4879         1   11907521   11953992    107      18  11226     -0.27189             0     -0.27189
5351         1   11959724   12045599    151      22  11226     -0.77957             0     -0.77957
90231        1   11969645   12021485    105      16  11226     -0.81912             0     -0.81912
9927         1   12005238   12083572    104      15  11226      0.39033             0      0.39033
60672        1   12044299   12102106     62      13  11226       1.3529             0       1.3529
943          1   12088434   12214264    174      48  11226      0.40115             0      0.40115
7133         1   12192044   12279279    158      25  11226      0.46456             0      0.46456
55187        1   12255101   12582099    460      27  11226       0.1968   -2.7756e-17       0.1968
9249         1   12617939   12712820    202      41  11226      0.34536             0      0.34536
343066       1   12669566   12737097    125      16  11226     -0.28743             0     -0.28743
126767       1   12741118   12798726     65      21  11226      -1.4842             0      -1.4842
93190        1   12771163   12831102     94      18  11226      -2.4405             0      -2.4405
390999       1   12799984   12848049     63      15  11226      -2.2053             0      -2.2053
65121        1   12816546   12866777     68      17  11226     -0.70249             0     -0.70249
440560       1   12874468   12926264     97       7  11226     -0.21877   -2.7756e-17     -0.21877
65122        1   12881941   12931764     92       6  11226      -0.1707   -2.7756e-17      -0.1707
343069       1   12897261   12943578     83       6  11226     -0.11352   -2.7756e-17     -0.11352
441871       1   12941467   12990300      1       1  11226      -1.2856             0      -1.2856
343071       1   12942727   12993094      1       1  11226      -1.2856             0      -1.2856
440563       1   13172960   13219326     36       7  11226      0.39195             0      0.39195
126755       1   13791445   13875242    185      44  11226     -0.18245   -2.7756e-17     -0.18245
10630        1   13875252   13954452    133      38  11226       0.2691             0       0.2691
7799         1   13991714   14161574    360      26  11226      -1.3399             0      -1.3399
23254        1   14184646   15454544   2524     297  11226      -1.9199             0      -1.9199
55092        1   15444028   15556974    285      30  11226      0.95237             0      0.95237
727684       1   15480692   15533120    130      21  11226       1.5088             0       1.5088
114827       1   15538730   15734767    412      68  11226      -0.2902             0      -0.2902
79180        1   15701391   15766839    129      25  11226      -1.9784             0      -1.9784
11330        1   15729938   15783153     86      25  11226      -1.9291             0      -1.9291
63036        1   15748223   15808586     89      20  11226      -1.1875             0      -1.1875
51032        1   15767596   15827895     92      20  11226    -0.023068   -2.7756e-17    -0.023068
842          1   15807896   15886407    103      11  11226       1.1814             0       1.1814
23341        1   15818343   15908228    119      11  11226       1.0975             0       1.0975
79814        1   15888194   15946605    108       8  11226      0.79222             0      0.79222
84301        1   15908953   16005539    156       8  11226      0.75032             0      0.75032
6248         1   15951364   15998217     62       6  11226      0.75834             0      0.75834
23207        1   15975632   16071264    155      13  11226      0.42514             0      0.42514
284723       1   16027721   16077884     91      13  11226       0.5097             0       0.5097
388595       1   16033987   16084292     90      14  11226      0.85089             0      0.85089
54751        1   16048107   16123089     94      22  11226       1.4701             0       1.4701
440567       1   16123657   16169194    108       9  11226      0.32078             0      0.32078
23013        1   16139359   16276951    156      21  11226      0.52644             0      0.52644
7709         1   16258364   16337627    125      20  11226      0.16899   -2.7756e-17      0.16899
101928566    1   16267626   16333701    110      18  11226      0.30129             0      0.30129
149563       1   16295731   16343184     99      16  11226     -0.21619   -2.7756e-17     -0.21619
1187         1   16313486   16370548    148      21  11226     -0.64371             0     -0.64371
27129        1   16330523   16381084    124      19  11226     -0.96634             0     -0.96634
1188         1   16335231   16393821    144      22  11226     -0.78775             0     -0.78775
348487       1   16374264   16435127    129      18  11226      0.48576             0      0.48576
1969         1   16440832   16517582     62      17  11226     -0.78313             0     -0.78313
128272       1   16514599   16574104     81      11  11226      0.41642             0      0.41642
101927546    1   16541343   16588528     57       8  11226     -0.32702             0     -0.32702
79363        1   16548182   16598659     69       8  11226     -0.68418             0     -0.68418
54455        1   16563339   16713965    177      16  11226     -0.89502             0     -0.89502
26099        1   16658525   16734643     94      12  11226       -1.518             0       -1.518
374955       1   16712101   16798919    136      23  11226      -1.4844             0      -1.4844
55707        1   16732167   16796585     99      18  11226     -0.93972             0     -0.93972
100133301    1   16830561   16876198     15       4  11226     -0.65242             0     -0.65242
729574       1   16964498   17010007      8       3  11226     -0.43316             0     -0.43316
9696         1   17213445   17309474     72      12  11226      -1.4743             0      -1.4743
4237         1   17290997   17343081     55      13  11226      -1.0972             0      -1.0972
23400        1   17302453   17373467     88      15  11226     -0.76917             0     -0.76917
6390         1   17335217   17415665    148      14  11226     -0.81236             0     -0.81236
11240        1   17383256   17480948    171      24  11226     -0.86889             0     -0.86889
29943        1   17496621   17582501    234      42  11226    -0.049634   -2.7756e-17    -0.049634
51702        1   17540593   17620728    223      41  11226      0.39658             0      0.39658
23569        1   17599690   17700495    240      37  11226      0.08528   -2.7756e-17      0.08528
353238       1   17663741   17738195    197      30  11226     -0.64517             0     -0.64517
55920        1   17723251   17801250    113      18  11226     -0.15106   -2.7756e-17     -0.15106
55160        1   17811693   18034370    309      53  11226      0.27365             0      0.27365
81569        1   18046808   18163558    183      31  11226     -0.75997             0     -0.75997
84966        1   18399240   18714977    628     118  11226       1.7554             0       1.7554
127707       1   18772424   18822540    102      24  11226       1.0463             0       1.0463
5081         1   18922500   19085360    292      56  11226      0.14631   -2.7756e-17      0.14631
80834        1   19156093   19221155    190      37  11226       2.4335             0       2.4335
8659         1   19187924   19264293    182      31  11226       2.1049             0       2.1049
126917       1   19220774   19317826    182      29  11226       1.5509             0       1.5509
23352        1   19391000   19571812    185      20  11226      0.39052             0      0.39052
23065        1   19532158   19613053    185      14  11226      0.61168             0      0.61168
51154        1   19543075   19596622    115      14  11226      0.31365             0      0.31365
22977        1   19599057   19650280    107      14  11226      0.48953             0      0.48953
54896        1   19603740   19668925    133      21  11226    -0.067043   -2.7756e-17    -0.067043
8574         1   19619202   19673640    109      17  11226     -0.64842             0     -0.64842
832          1   19655267   19847066    380      31  11226     -0.28345             0     -0.28345
440574       1   19888471   19966315    132      15  11226     -0.31786             0     -0.31786
100532736    1   19888471   19994949    186      25  11226     -0.69526             0     -0.69526
4681         1   19934723   19994949     99      22  11226      -1.0478             0      -1.0478
3362         1   19956780   20016055    107      22  11226      -1.4829             0      -1.4829
255104       1   19998706   20161424    345      56  11226      -0.5334             0      -0.5334
54546        1   20130522   20176771    117      32  11226     -0.50155             0     -0.50155
23252        1   20173356   20249438    159      25  11226     -0.65132             0     -0.65132
30814        1   20236800   20285110     95      20  11226       1.7292             0       1.7292
5320         1   20291924   20341932     94      23  11226      0.62219             0      0.62219
5322         1   20351157   20428394    128      24  11226      0.39332             0      0.39332
26279        1   20429143   20481059     84      30  11226      0.48161             0      0.48161
64600        1   20430823   20486879     82      30  11226     0.033332   -2.7756e-17     0.033332
127733       1   20477578   20532540     70      18  11226      -1.4738             0      -1.4738
391013       1   20480484   20536687     68      17  11226      -1.4822             0      -1.4822
127731       1   20582412   20691662    202      38  11226     -0.72458             0     -0.72458
55450        1   20798884   20847728     68      14  11226     -0.18666   -2.7756e-17     -0.18666
79594        1   20815941   20869674     90      14  11226    -0.032427   -2.7756e-17    -0.032427
163933       1   20843932   20891513     93      15  11226    -0.095229   -2.7756e-17    -0.095229
978          1   20880444   20955401    160      26  11226     -0.84648             0     -0.84648
65018        1   20924948   20988004    137      16  11226     -0.54821             0     -0.54821
1650         1   20968260   21023037    104      23  11226     -0.12175   -2.7756e-17     -0.12175
57576        1   20980475   21079317    179      43  11226       1.6289             0       1.6289
400745       1   21036225   21094133     94      21  11226       2.0914             0       2.0914
50809        1   21059170   21148808    101      18  11226       1.7732             0       1.7732
8672         1   21122785   21538381    475      31  11226       1.4525             0       1.4525
1889         1   21533740   21707034    325      40  11226     0.025241   -2.7756e-17     0.025241
84224        1   21731583   21821393    138      24  11226      -1.5529             0      -1.5529
249          1   21800475   21914905    236      44  11226      0.10141   -2.7756e-17      0.10141
5909         1   21912708   22031010    246      64  11226       1.4793             0       1.4793
84196        1   21994791   22144688    324      37  11226       0.4588             0       0.4588
401944       1   22103758   22161714    111      31  11226       0.5938             0       0.5938
3339         1   22138737   22298750    296      35  11226       1.7088             0       1.7088
23436        1   22268418   22325847    118      18  11226       2.1623             0       2.1623
10136        1   22293149   22349035    110      20  11226       2.4895             0       2.4895
998          1   22344120   22429439    124      21  11226       1.7518             0       1.7518
54361        1   22433798   22505474    136      33  11226       2.0045             0       2.0045
9923         1   22743344   22867650    114      27  11226      0.91682             0      0.91682
2046         1   22855004   22940087    187      37  11226     -0.52913             0     -0.52913
712          1   22928118   22976175     79      13  11226      -0.7142             0      -0.7142
714          1   22934969   22984603     70      14  11226     -0.31089             0     -0.31089
713          1   22944682   22998130     66      15  11226     -0.15443   -2.7756e-17     -0.15443
2048         1   23002263   23251823    293      59  11226     -0.75908             0     -0.75908
646262       1   23269536   23334524     58      17  11226     -0.31142             0     -0.31142
23028        1   23310937   23420184     53      14  11226      0.64058             0      0.64058
729059       1   23327327   23377343     28       9  11226      0.70208             0      0.70208
7798         1   23400516   23539301    163      18  11226      0.37657             0      0.37657
3352         1   23508388   23556222     86      11  11226      0.48849             0      0.48849
10236        1   23625953   23706143     64      10  11226     -0.68106             0     -0.68106
80818        1   23675941   23731357     69      12  11226     -0.89023             0     -0.89023
6920         1   23697555   23786269     93      18  11226     -0.16302   -2.7756e-17     -0.16302
55616        1   23745056   23845750    131      14  11226     -0.50312             0     -0.50312
1870         1   23822920   23892712     65      16  11226      0.28629             0      0.28629
3399         1   23874421   23921285     38      13  11226      0.88133             0      0.88133
6135         1   23983269   24032915     49      12  11226       1.2907             0       1.2907
6924         1   24034856   24098549     42      13  11226      0.16992   -2.7756e-17      0.16992
57095        1   24069876   24124722     21      11  11226       1.1597             0       1.1597
11313        1   24082275   24132029     17      10  11226       1.0194             0       1.0194
2582         1   24112089   24162294     19       5  11226      0.49315             0      0.49315
3155         1   24118367   24200110     56      10  11226      0.68153             0      0.68153
2517         1   24161567   24229859     89      13  11226      0.84989             0      0.84989
1269         1   24187005   24320549     86      14  11226      0.92339             0      0.92339
55629        1   24251301   24299952      3       2  11226      0.14704   -2.7756e-17      0.14704
10772        1   24282935   24341953      1       1  11226      -1.3035             0      -1.3035
127294       1   24372531   24473665    169      35  11226      0.12116   -2.7756e-17      0.12116
58985        1   24436261   24504783    116      22  11226      0.60457             0      0.60457
163702       1   24470647   24548765    127      28  11226      0.53177             0      0.53177
57822        1   24610812   24700972    142      31  11226      -2.2229             0      -2.2229
90529        1   24673489   24776587    145      18  11226     -0.57818             0     -0.57818
57185        1   24707245   24809473    122      15  11226      -0.3821             0      -0.3821
11123        1   24793841   24873510    116      18  11226       1.0572             0       1.0572
400746       1   24847567   24945819    228      36  11226       1.1178             0       1.1178
10250        1   24934594   25009772     59      12  11226      0.36333             0      0.36333
25932        1   25036760   25180815     87      20  11226     -0.17382   -2.7756e-17     -0.17382
864          1   25216002   25326648    143      37  11226     -0.75937             0     -0.75937
25949        1   25538767   25594013     25      13  11226     -0.32913             0     -0.32913
57035        1   25558740   25609010     22      11  11226      0.07349   -2.7756e-17      0.07349
6007         1   25563884   25666936     30      15  11226     -0.10094   -2.7756e-17     -0.10094
23585        1   25629789   25698852     18       9  11226      0.46718             0      0.46718
6006         1   25677853   25782363     56       5  11226      0.72426             0      0.72426
55219        1   25722388   25836700     69       5  11226      0.63784             0      0.63784
26119        1   25835071   25905377     85      18  11226     -0.89645             0     -0.89645
57134        1   25908959   26121258    182      30  11226      -1.3862             0      -1.3862
57190        1   26091667   26154713     57      19  11226     -0.85454             0     -0.85454
56181        1   26111397   26169433     53      11  11226     -0.58955             0     -0.58955
79000        1   26148414   26220939     59       7  11226     0.017638   -2.7756e-17     0.017638
164091       1   26177975   26237461     40       9  11226      -0.6365             0      -0.6365
3925         1   26200670   26268368     42       9  11226     -0.34159             0     -0.34159
5051         1   26276258   26361366     79      17  11226     -0.57974             0     -0.57974
2134         1   26313266   26372955     52      13  11226     -0.74452             0     -0.74452
7780         1   26354513   26408439     63      10  11226     -0.77004             0     -0.77004
84676        1   26367792   26429142     79       8  11226     -0.69602             0     -0.69602
149420       1   26402656   26462039     89       4  11226       -1.058             0       -1.058
79927        1   26450511   26499119     55      10  11226     -0.36835             0     -0.36835
51042        1   26461388   26507364     55      13  11226     -0.24582   -2.7756e-17     -0.24582
10256        1   26468981   26526375     91      17  11226     0.018974   -2.7756e-17     0.018974
378807       1   26482119   26539033     99      19  11226     0.045646   -2.7756e-17     0.045646
64793        1   26525644   26615529    171      16  11226     -0.83675             0     -0.83675
83442        1   26571213   26618013     76       9  11226      -1.3466             0      -1.3466
91544        1   26598773   26679756    141      17  11226      -1.6575             0      -1.6575
1043         1   26609411   26657014     82      11  11226      -1.2973             0      -1.2973
55057        1   26638350   26715621    138      21  11226     -0.42656             0     -0.42656
257101       1   26678125   26736023     92      19  11226      0.35301             0      0.35301
79727        1   26702269   26766219     74      17  11226      0.76942             0      0.76942
79947        1   26723773   26807797     79      19  11226     -0.17572   -2.7756e-17     -0.17572
3151         1   26763902   26813133     44      13  11226      0.12443   -2.7756e-17      0.12443
6195         1   26821249   26911520     87      21  11226      0.76707             0      0.76707
8289         1   26987522   27118601    118       9  11226      0.78421             0      0.78421
101928728    1   27008623   27057896     53       5  11226      0.84066             0      0.84066
55650        1   27078739   27134894     51       9  11226      0.66871             0      0.66871
84243        1   27118201   27194092     68       9  11226      0.21231   -2.7756e-17      0.21231
2810         1   27154633   27200947     41       5  11226     0.006801   -2.6888e-17     0.006801
54707        1   27195872   27251869     58       8  11226     0.033325   -2.7756e-17     0.033325
63906        1   27206979   27261962     58       9  11226      0.44904             0      0.44904
10726        1   27213187   27283362     71      11  11226      0.63975             0      0.63975
8431         1   27227975   27275567     52       9  11226      0.80689             0      0.80689
126695       1   27266047   27321901     46       7  11226      0.91674             0      0.91674
388610       1   27285189   27337377     37       6  11226      0.91093             0      0.91093
115572       1   27321511   27374333     39      11  11226      0.53129             0      0.53129
6548         1   27415300   27516621    100       6  11226        -1.53             0        -1.53
23038        1   27526007   27645124    117      15  11226     -0.45759             0     -0.45759
84065        1   27613636   27672891     71      14  11226     -0.11963   -2.7756e-17     -0.11963
84958        1   27633483   27690423     93      17  11226     0.098408   -2.7756e-17     0.098408
9064         1   27671670   27728558     57      14  11226      0.60961             0      0.60961
2827         1   27684148   27732318     39       9  11226      0.67567             0      0.67567
8547         1   27685601   27736315     40       9  11226      0.65966             0      0.65966
388611       1   27695596   27744823     34       6  11226      0.48867             0      0.48867
10163        1   27720734   27851678    125      15  11226      0.17562   -2.7756e-17      0.17562
27245        1   27850756   27965463     94      16  11226       1.1175             0       1.1175
2268         1   27928800   27996727     73      16  11226       0.4439             0       0.4439
2537         1   27982572   28033724     50      11  11226      0.37477             0      0.37477
199870       1   28017490   28099426     83       7  11226      0.21551   -2.7756e-17      0.21551
23673        1   28064694   28160963     80       9  11226      0.33773             0      0.33773
5511         1   28122252   28188183     43       7  11226     -0.84831             0     -0.84831
9473         1   28164055   28223196     66      15  11226      0.16653   -2.7756e-17      0.16653
6118         1   28208035   28276255     96      11  11226     -0.11199   -2.7756e-17     -0.11199
27293        1   28226456   28295663     98      13  11226     -0.50893             0     -0.50893
55113        1   28251504   28304604     80      13  11226     -0.66452             0     -0.66452
2140         1   28286855   28450173    192      29  11226     -0.14991   -2.7756e-17     -0.14991
5724         1   28463677   28555447    104      14  11226     -0.48153             0     -0.48153
22826        1   28516789   28594542    138      15  11226     -0.81398             0     -0.81398
93974        1   28527602   28574616     84      11  11226     -0.92759             0     -0.92759
83667        1   28550963   28619002    107      16  11226     0.015359   -2.6021e-17     0.015359
54797        1   28620513   28672478     47      12  11226       1.4977             0       1.4977
65979        1   28661093   28836881    308      11  11226        1.456             0        1.456
1104         1   28797455   28875708    115       9  11226       1.8894             0       1.8894
54952        1   28844529   28915057     79      14  11226      0.72652             0      0.72652
115273       1   28883712   28931098     45      11  11226      0.51173             0      0.51173
6883         1   28919608   29010416     65      12  11226      0.31811             0      0.31811
10691        1   28960234   29052115     52      14  11226      0.54725             0      0.54725
51441        1   29028133   29106287     48      12  11226        1.146             0        1.146
4985         1   29103654   29200208    147      24  11226     0.082177   -2.7756e-17     0.082177
2035         1   29178603   29456558    277      25  11226       1.4804             0       1.4804
399474       1   29435937   29485421     77      16  11226      0.92195             0      0.92195
6429         1   29464250   29543637    106      19  11226      0.62855             0      0.62855
51102        1   29509385   29592460    110      20  11226      0.75919             0      0.75919
10076        1   29528028   29663325    188      35  11226      0.49999             0      0.49999
4146         1   31174124   31231432    108      20  11226        1.145             0        1.145
7805         1   31195315   31265683    105      31  11226       1.8613             0       1.8613
9672         1   31332313   31416480     92      31  11226       1.5851             0       1.5851
9698         1   31394353   31573838    185      21  11226       1.7101             0       1.7101
79570        1   31642592   31747734    152      17  11226      0.61613             0      0.61613
9410         1   31722415   31804644    117      10  11226      0.51636             0      0.51636
51538        1   31734832   31848569    159      13  11226      0.55922             0      0.55922
2170         1   31828100   31880923     96      10  11226       1.1287             0       1.1287
347735       1   31847412   31917527    127      14  11226      0.93616             0      0.93616
64129        1   32007086   32063290     89      24  11226     -0.33736             0     -0.33736
3061         1   32048290   32103214     48       9  11226     0.062737   -2.7756e-17     0.062737
553115       1   32085463   32145838     67      11  11226      0.54861             0      0.54861
1307         1   32107848   32204768     99      21  11226      0.42556             0      0.42556
576          1   32182718   32265494     45      11  11226       1.0537             0       1.0537
90853        1   32246023   32316630     80      18  11226     -0.13371   -2.7756e-17     -0.13371
8073         1   32362022   32438988     77      17  11226     -0.24119   -2.7756e-17     -0.24119
