[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:43:16,756] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LV_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LV_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LV_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP4_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LV_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/BR_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LV_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './trimgalore/fastqc/LG_EC_ATAC_REP4_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP2_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,786] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP4_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,820] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP1_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,862] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP2_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,892] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP2_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,921] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP3_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,955] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP4_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:16,987] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP2_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,012] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP3_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,043] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP2_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,080] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP3_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,107] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP1_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,142] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP1_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,177] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP4_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,216] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP1_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,240] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP1_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,282] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP1_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,303] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP3_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,330] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LV_EC_ATAC_REP3_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,373] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP2_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,378] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/LG_EC_ATAC_REP4_T1_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,403] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './fastqc/BR_EC_ATAC_REP3_T1_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (raw)'
[2024-03-26 18:43:17,428] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 22 reports
[2024-03-26 18:43:26,291] multiqc.modules.cutadapt.cutadapt                  [INFO   ]  Found 22 reports
[2024-03-26 18:43:29,410] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,455] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP4_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,484] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP4_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,515] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,543] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,570] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,601] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,634] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,657] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,696] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,726] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,757] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,791] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP1_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,818] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,849] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP3_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,918] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,941] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP4_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:29,981] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP2_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,013] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/BR_EC_ATAC_REP2_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,043] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LV_EC_ATAC_REP3_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,080] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP1_T1_2_val_2_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,111] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Selecting './trimgalore/fastqc/LG_EC_ATAC_REP4_T1_1_val_1_fastqc.zip' as it matched the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP4_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
