GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
127281       1    2482899    2532908     68      11  446696     -0.45634      0.67593
79258        1    2512078    2599499    117      13  446696      -1.0061      0.84282
100287898    1    2562807    2741230    103      13  446696     -0.31641      0.62416
140625       1    2903046    2949467     98       5  446696     0.048627      0.48061
63976        1    2950565    3365185    882     142  446696        3.682    0.0001157
27237        1    3336147    3407677    144      25  446696       1.1969      0.11567
1953         1    3394506    3563059    345      66  446696     0.084321       0.4664
127262       1    3506556    3556695     93      24  446696      -1.3169      0.90607
7161         1    3534129    3662765    213      53  446696      -1.3938      0.91831
49856        1    3537331    3601671    100      26  446696     -0.99562      0.84028
148870       1    3633965    3698209    146      28  446696      -1.0287       0.8482
388588       1    3654352    3702546    124      21  446696     -0.91482      0.81986
57470        1    3686784    3748068    189      23  446696      -0.5033      0.69262
9731         1    3718645    3808797    297      27  446696     -0.18859      0.57479
1677         1    3738845    3811993    255      27  446696     -0.25803      0.60181
339448       1    3795697    3851857    110      17  446696      0.20827      0.41751
55966        1    4680105    4853851    503      73  446696      -1.3753      0.91548
261734       1    5912870    6087618    316      19  446696       1.1739      0.12022
8514         1    6017358    6171253    241      47  446696       1.1076      0.13401
26038        1    6151847    6275194    209      39  446696       0.6172      0.26855
388591       1    6231189    6291359     83      15  446696    -0.051252      0.52044
6146         1    6235080    6294679     79      15  446696     0.070703      0.47182
390992       1    6269252    6315638     53       9  446696       1.0159      0.15484
23463        1    6271253    6331044     75      14  446696        1.488     0.068377
387509       1    6297406    6356035     88      20  446696       1.2458      0.10643
11332        1    6314332    6488826    360      23  446696     -0.87079      0.80807
83715        1    6449836    6531004    159      16  446696      -1.0777      0.85942
54626        1    6465292    6519724    106      12  446696     -0.61366      0.73028
8718         1    6510787    6562432     64      12  446696      0.62817      0.26495
57449        1    6516152    6615121    132      21  446696      0.78247      0.21697
79707        1    6571407    6649658     89      11  446696      0.75549      0.22498
80835        1    6579987    6649817     82      10  446696       0.7477      0.22732
3104         1    6605051    6659340     63      15  446696      0.84234       0.1998
148479       1    6638756    6694093     51      13  446696       1.4916     0.067901
9903         1    6640784    6697958     57      14  446696       1.4227     0.077416
90326        1    6649925    6705646     61      15  446696       1.2281       0.1097
55735        1    6684228    6796966    130      21  446696       1.1707      0.12087
23261        1    6810384    7839766   1616     189  446696      0.57302      0.28332
9341         1    7796329    7851492     74      18  446696     -0.11145      0.54437
8863         1    7809413    7915241    191      29  446696      0.45487       0.3246
10911        1    7897672    7948551    130      22  446696         1.48     0.069436
3604         1    7965931    8038225     69      18  446696       1.6667     0.047785
11315        1    7986714    8055342     64      15  446696       1.6998     0.044586
54206        1    8061779    8121393     49       8  446696       1.4666     0.071247
50651        1    8343171    8414227     90      22  446696       3.0547    0.0011265
473          1    8402464    8912699    378      31  446696       2.5298    0.0057061
2023         1    8911059    8974151     62      17  446696      0.20637      0.41825
765          1    8970893    9045151    149      41  446696     -0.94571      0.82785
155184       1    9053359    9121404    119      32  446696      0.72639       0.2338
6518         1    9087005    9166763    139      22  446696     -0.63421      0.73703
80045        1    9153472    9224229     97      23  446696    -0.067412      0.52687
9563         1    9259822    9341396    166      33  446696     -0.58754      0.72158
80176        1    9300202    9439591    320      69  446696      0.71372       0.2377
84275        1    9564528    9652831     72      16  446696       1.1311        0.129
199953       1    9613932    9684935     40      12  446696      0.64627      0.25905
5293         1    9676789    9799172    122      34  446696      0.93557      0.17475
22883        1    9779079    9919550    112      16  446696     -0.27357      0.60779
56998        1    9898334   10005316     81      19  446696     -0.40175      0.65607
64802        1    9968486   10055556     86      15  446696    -0.071592      0.52854
84328        1    9972168   10038460     66      13  446696      0.14229      0.44343
116362       1   10022255   10086078     66       9  446696     -0.54666      0.70769
10277        1   10058041   10251297    254      15  446696   -0.0049031      0.50196
23095        1   10235606   10451664    436      18  446696      0.64656      0.25896
5226         1   10423884   10490565    114      17  446696       1.2746      0.10122
378708       1   10454944   10520239     78      19  446696        1.006      0.15721
100526739    1   10455159   10522060     77      19  446696       1.0324      0.15094
1325         1   10474776   10522060     48      14  446696      0.89303      0.18592
5195         1   10500003   10700815    244      35  446696      0.49089      0.31175
1676         1   10510588   10567613     52       8  446696     0.083766      0.46662
54897        1   10686661   10891733    341      84  446696       2.7151     0.003313
148345       1   10996530   11077094    126      20  446696     -0.51361      0.69624
23435        1   11037462   11095549     71      14  446696     -0.59062      0.72261
10747        1   11076580   11142296     93       7  446696    -0.072384      0.52885
6723         1   11104649   11155091     70       4  446696      0.29031      0.38579
5394         1   11116675   11194961    119       5  446696     0.090989      0.46375
2475         1   11156588   11357614    251      11  446696     -0.35306      0.63798
10218        1   11214346   11266038     70       3  446696      -0.7211      0.76458
29914        1   11298255   11358491     60       9  446696     -0.23302      0.59213
57540        1   11504295   11607640    132      22  446696     -0.56036      0.71238
93611        1   11679432   11733384     86      24  446696       1.1003      0.13561
26270        1   11689150   11744411    100      27  446696       0.8277      0.20392
26232        1   11697924   11749888     90      24  446696      0.59191      0.27695
374946       1   11716781   11790336    129      34  446696      0.22498        0.411
10459        1   11724537   11786678    110      29  446696       0.4337      0.33225
57085        1   11761142   11820828     91      25  446696     -0.45635      0.67593
284498       1   11788827   11859642    145      24  446696     -0.87491      0.80919
1185         1   11831153   11913201    256      14  446696     0.093974      0.46256
4524         1   11835787   11901160    214      15  446696    -0.049303      0.51966
4878         1   11895766   11942840    132      22  446696    -0.095166      0.53791
4879         1   11907521   11953992    112      19  446696      -1.2309      0.89083
5351         1   11959724   12045599    153      22  446696     -0.70984       0.7611
90231        1   11969645   12021485    104      15  446696     -0.54368      0.70667
9927         1   12005238   12083572    104      15  446696     -0.46313      0.67837
60672        1   12044299   12102106     64      13  446696      0.25473      0.39947
943          1   12088434   12214264    175      45  446696       2.2468     0.012326
7133         1   12192044   12279279    154      23  446696      0.55232      0.29036
55187        1   12255101   12582099    481      27  446696     -0.52852      0.70143
9249         1   12617939   12712820    183      37  446696     -0.52372      0.69976
343066       1   12669566   12737097    126      16  446696      0.37615       0.3534
126767       1   12741118   12798726     39      15  446696    -0.018025      0.50719
93190        1   12771163   12831102     62      10  446696     -0.45785      0.67647
390999       1   12799984   12848049     46       9  446696      -1.0711      0.85795
65121        1   12816546   12866777     74      13  446696     -0.62047      0.73253
440560       1   12874468   12926264    105       7  446696       0.4294      0.33381
65122        1   12881941   12931764    104       6  446696      0.42567      0.33517
343069       1   12897261   12943578     94       5  446696      0.41962      0.33738
400735       1   12929033   12981025      1       1  446696      0.75042       0.2265
440563       1   13172960   13219326     31       4  446696      0.55698      0.28877
126755       1   13791445   13875242    187      43  446696      0.46396      0.32134
10630        1   13875252   13954452    149      42  446696      0.62638      0.26553
7799         1   13991714   14161574    354      25  446696      -1.4101      0.92075
23254        1   14184646   15454544   2591     292  446696     -0.10342      0.54119
55092        1   15444028   15556974    278      28  446696       2.3267    0.0099896
727684       1   15480692   15533120    128      20  446696       2.0658     0.019425
114827       1   15538730   15734767    421      68  446696       2.0496     0.020201
79180        1   15701391   15766839    126      23  446696      0.10166      0.45951
11330        1   15729938   15783153     83      24  446696       1.2787       0.1005
63036        1   15748223   15808586     98      23  446696      0.38015      0.35192
51032        1   15767596   15827895    101      22  446696     -0.82002       0.7939
842          1   15807896   15886407    109      12  446696     -0.79023       0.7853
23341        1   15818343   15908228    129      12  446696     -0.87566      0.80939
79814        1   15888194   15946605    124       9  446696       -1.051      0.85337
84301        1   15908953   16005539    172       9  446696     -0.82422      0.79509
6248         1   15951364   15998217     64       5  446696     -0.71801      0.76363
23207        1   15975632   16071264    165      14  446696      -1.0406      0.85097
284723       1   16027721   16077884     98      14  446696      -1.2267      0.89003
388595       1   16033987   16084292     98      15  446696      -1.5797      0.94291
54751        1   16048107   16123089    101      24  446696      -3.1118      0.99907
440567       1   16123657   16169194    135       9  446696     -0.46931      0.68058
23013        1   16139359   16276951    187      20  446696      0.10837      0.45685
7709         1   16258364   16337627    132      22  446696      0.22206      0.41213
101928566    1   16267626   16333701    117      20  446696      0.15355      0.43898
149563       1   16295731   16343184    104      17  446696     -0.14951      0.55942
1187         1   16313486   16370548    161      21  446696     -0.29278      0.61516
27129        1   16330523   16381084    145      19  446696       -0.715       0.7627
1188         1   16335231   16393821    176      23  446696     -0.37898      0.64765
348487       1   16374264   16435127    154      20  446696       1.4451     0.074217
1969         1   16440832   16517582     65      18  446696      0.95284      0.17034
128272       1   16514599   16574104     85      10  446696       1.1159      0.13223
101927546    1   16541343   16588528     55       7  446696      0.73616      0.23082
79363        1   16548182   16598659     65       8  446696      0.54006      0.29458
54455        1   16563339   16713965    173      14  446696       0.6244      0.26618
26099        1   16658525   16734643     95      11  446696       1.0882      0.13825
374955       1   16712101   16798919    133      21  446696      0.86545       0.1934
55707        1   16732167   16796585     96      16  446696      0.43809      0.33066
100133301    1   16830561   16876198     20       5  446696      0.73617      0.23081
729574       1   16964498   17010007      5       2  446696       2.1824      0.01454
729587       1   17050447   17095956      2       1  446696      0.53462      0.29646
11223        1   17071129   17125975      1       1  446696      0.92263       0.1781
9696         1   17213445   17309474    105      17  446696      0.37076      0.35541
4237         1   17290997   17343081     58      12  446696      0.26816      0.39429
23400        1   17302453   17373467     91      15  446696      0.60008      0.27423
6390         1   17335217   17415665    148      14  446696      0.13917      0.44466
11240        1   17383256   17480948    188      27  446696     -0.63374      0.73687
29943        1   17496621   17582501    230      40  446696      -1.0097      0.84369
51702        1   17540593   17620728    227      42  446696     -0.48272      0.68535
23569        1   17599690   17700495    261      33  446696     -0.68217      0.75243
353238       1   17663741   17738195    216      34  446696     -0.58562      0.72093
55920        1   17723251   17801250    120      19  446696      0.26708       0.3947
55160        1   17811693   18034370    305      50  446696       1.9771     0.024018
81569        1   18046808   18163558    181      30  446696    -0.047904       0.5191
84966        1   18399240   18714977    650     118  446696      -1.5125       0.9348
127707       1   18772424   18822540    108      24  446696      0.67281      0.25053
5081         1   18922500   19085360    301      55  446696        3.177   0.00074411
80834        1   19156093   19221155    210      41  446696       1.0221      0.15338
8659         1   19187924   19264293    199      35  446696      0.57653      0.28213
126917       1   19220774   19317826    197      32  446696      0.69833      0.24248
23352        1   19391000   19571812    192      21  446696       1.2202      0.11119
23065        1   19532158   19613053    196      15  446696       1.6058     0.054154
51154        1   19543075   19596622    118      15  446696       2.1161      0.01717
22977        1   19599057   19650280    115      14  446696       1.4324     0.076016
54896        1   19603740   19668925    137      22  446696       1.8536     0.031898
8574         1   19619202   19673640    114      18  446696        1.882     0.029915
832          1   19655267   19847066    386      31  446696       1.8828     0.029866
440574       1   19888471   19966315    136      15  446696       1.2127      0.11262
100532736    1   19888471   19994949    196      26  446696       1.3776     0.084158
4681         1   19934723   19994949    108      24  446696       1.7048     0.044113
3362         1   19956780   20016055    114      24  446696       1.3798      0.08383
255104       1   19998706   20161424    320      52  446696     -0.14643      0.55821
54546        1   20130522   20176771    109      28  446696     -0.89171      0.81373
23252        1   20173356   20249438    167      26  446696     0.050166         0.48
30814        1   20236800   20285110     97      20  446696      0.28203      0.38896
5320         1   20291924   20341932     99      22  446696      0.66358      0.25348
5322         1   20351157   20428394    135      25  446696      0.79163      0.21429
26279        1   20429143   20481059     88      31  446696       1.1847      0.11807
64600        1   20430823   20486879     85      31  446696       1.0793      0.14023
127733       1   20477578   20532540     73      18  446696      0.26822      0.39427
391013       1   20480484   20536687     70      18  446696     -0.21252      0.58415
127731       1   20582412   20691662    201      38  446696     -0.66275      0.74626
55450        1   20798884   20847728     70      14  446696     -0.70267      0.75887
79594        1   20815941   20869674     99      15  446696    -0.050888      0.52029
163933       1   20843932   20891513    102      17  446696     -0.10162      0.54047
978          1   20880444   20955401    172      28  446696      0.65114      0.25748
65018        1   20924948   20988004    137      15  446696     -0.09245      0.53683
1650         1   20968260   21023037    106      23  446696     -0.81048      0.79117
57576        1   20980475   21079317    177      41  446696     -0.74097      0.77064
400745       1   21036225   21094133     91      19  446696      0.16649      0.43389
50809        1   21059170   21148808    102      16  446696      0.63095      0.26404
8672         1   21122785   21538381    481      30  446696      0.02807       0.4888
1889         1   21533740   21707034    330      38  446696     -0.16294      0.56472
84224        1   21731583   21821393    153      25  446696      0.53222      0.29729
249          1   21800475   21914905    248      47  446696     -0.98301       0.8372
5909         1   21912708   22031010    249      64  446696    -0.069568      0.52773
84196        1   21994791   22144688    332      37  446696      0.08855      0.46472
401944       1   22103758   22161714    118      33  446696      0.49874      0.30898
3339         1   22138737   22298750    318      40  446696       2.8874    0.0019425
23436        1   22268418   22325847    177      22  446696       2.9943    0.0013754
10136        1   22293149   22349035    184      24  446696       2.5367    0.0055955
998          1   22344120   22429439    134      21  446696    0.0079962      0.49681
54361        1   22433798   22505474    146      35  446696      0.92691      0.17699
9923         1   22743344   22867650    108      24  446696       3.1568   0.00079746
2046         1   22855004   22940087    193      38  446696      -1.8815      0.97004
712          1   22928118   22976175     84      14  446696      -2.0793       0.9812
714          1   22934969   22984603     75      16  446696      -2.2258      0.98699
713          1   22944682   22998130     69      15  446696       -1.486      0.93136
2048         1   23002263   23251823    295      57  446696        1.196      0.11585
646262       1   23269536   23334524     60      17  446696      0.70443      0.24058
23028        1   23310937   23420184     51      13  446696      0.66151      0.25414
729059       1   23327327   23377343     28       9  446696      0.45408      0.32489
7798         1   23400516   23539301    170      19  446696       1.2138      0.11241
3352         1   23508388   23556222     88      11  446696      0.58641       0.2788
10236        1   23625953   23706143     66       9  446696     0.089337      0.46441
80818        1   23675941   23731357     71      12  446696    0.0018609      0.49926
6920         1   23697555   23786269     97      19  446696       -1.526      0.93649
55616        1   23745056   23845750    137      14  446696     -0.77998       0.7823
1870         1   23822920   23892712     65      16  446696     -0.37237      0.64519
3399         1   23874421   23921285     41      13  446696     -0.74613       0.7722
6135         1   23983269   24032915     68      14  446696      -1.6748      0.95301
6924         1   24034856   24098549     45      12  446696       1.8322     0.033461
57095        1   24069876   24124722     19      10  446696      0.58305      0.27993
11313        1   24082275   24132029     15       9  446696      0.56035      0.28762
2582         1   24112089   24162294     18       4  446696       1.1776      0.11948
3155         1   24118367   24200110     60       9  446696       1.3974     0.081151
2517         1   24161567   24229859    104      14  446696       1.0142      0.15524
1269         1   24187005   24320549     98      14  446696      0.98067      0.16338
55629        1   24251301   24299952      3       2  446696       1.4738      0.07027
10772        1   24282935   24341953      5       3  446696      0.61252       0.2701
127294       1   24372531   24473665    179      36  446696       1.2536        0.105
58985        1   24436261   24504783    123      22  446696      0.43515      0.33173
163702       1   24470647   24548765    144      30  446696      0.19866      0.42127
57822        1   24610812   24700972    148      33  446696       1.2607       0.1037
90529        1   24673489   24776587    156      20  446696      0.25632      0.39885
57185        1   24707245   24809473    127      16  446696     -0.29868      0.61741
11123        1   24793841   24873510    119      19  446696      -1.6998      0.95541
400746       1   24847567   24945819    239      38  446696      -2.5562      0.99471
10250        1   24934594   25009772     61      12  446696      -1.2579      0.89579
25932        1   25036760   25180815     82      17  446696     -0.57976      0.71896
864          1   25216002   25326648    143      35  446696     -0.23072      0.59124
25949        1   25538767   25594013     20      11  446696       0.9769      0.16431
57035        1   25558740   25609010     20      12  446696       0.8998      0.18411
6007         1   25563884   25666936     37      10  446696      0.72299      0.23484
23585        1   25629789   25698852     19       7  446696        1.671     0.047362
6006         1   25677853   25782363     56       4  446696        2.586    0.0048545
55219        1   25722388   25836700     64       3  446696       2.5028    0.0061609
26119        1   25835071   25905377     70      14  446696       1.1965      0.11575
57134        1   25908959   26121258    178      27  446696     -0.18468      0.57326
57190        1   26091667   26154713     57      18  446696       1.2895     0.098608
56181        1   26111397   26169433     50      10  446696       1.3058     0.095806
79000        1   26148414   26220939     61       7  446696      0.43597      0.33143
164091       1   26177975   26237461     40       9  446696       1.1626      0.12249
3925         1   26200670   26268368     41       8  446696        1.853     0.031942
5051         1   26276258   26361366     75      15  446696        1.935     0.026495
2134         1   26313266   26372955     52      13  446696       2.1935     0.014134
7780         1   26354513   26408439     63      10  446696       2.7577    0.0029107
84676        1   26367792   26429142     78       7  446696       2.8478    0.0022015
149420       1   26402656   26462039     87       3  446696       3.0199    0.0012641
79927        1   26450511   26499119     53       9  446696       2.6391    0.0041568
51042        1   26461388   26507364     52      12  446696       2.2276     0.012955
10256        1   26468981   26526375     87      16  446696       1.7647     0.038805
378807       1   26482119   26539033     97      18  446696       1.2432      0.10689
64793        1   26525644   26615529    175      16  446696       1.8966     0.028941
83442        1   26571213   26618013     76       8  446696       1.7018     0.044399
91544        1   26598773   26679756    150      18  446696        2.349     0.009411
1043         1   26609411   26657014     88      12  446696        2.709    0.0033745
55057        1   26638350   26715621    144      22  446696       1.2882     0.098843
257101       1   26678125   26736023     99      21  446696       0.5884      0.27813
79727        1   26702269   26766219     82      18  446696     -0.13221      0.55259
79947        1   26723773   26807797     83      19  446696      0.17338      0.43118
3151         1   26763902   26813133     41      12  446696     -0.42904      0.66605
6195         1   26821249   26911520     88      21  446696     -0.85163      0.80279
8289         1   26987522   27118601    120       9  446696      -1.7499      0.95993
101928728    1   27008623   27057896     54       5  446696      -1.2463      0.89367
55650        1   27078739   27134894     49       8  446696      -1.5695      0.94173
84243        1   27118201   27194092     66       8  446696      -1.8052      0.96448
2810         1   27154633   27200947     44       5  446696      -1.6983      0.95528
54707        1   27195872   27251869     63       8  446696      -1.5773      0.94264
63906        1   27206979   27261962     59       9  446696      -1.6359      0.94907
10726        1   27213187   27283362     74      11  446696      -1.3496      0.91142
8431         1   27227975   27275567     55      10  446696      -1.3254      0.90747
126695       1   27266047   27321901     44       7  446696     -0.93918      0.82618
388610       1   27285189   27337377     37       6  446696       -1.211      0.88706
115572       1   27321511   27374333     42      10  446696     -0.36473      0.64234
6548         1   27415300   27516621    104       6  446696      -2.0093      0.97775
23038        1   27526007   27645124    127      15  446696      -1.0369      0.85011
84065        1   27613636   27672891     71      13  446696      -1.1262      0.86995
84958        1   27633483   27690423     92      16  446696      -1.0571      0.85476
9064         1   27671670   27728558     49      14  446696     -0.66507        0.747
2827         1   27684148   27732318     30      10  446696     -0.48141      0.68489
8547         1   27685601   27736315     31      10  446696     -0.45085      0.67395
388611       1   27695596   27744823     22       9  446696      0.14885      0.44084
10163        1   27720734   27851678    106      14  446696      0.20283      0.41964
27245        1   27850756   27965463     91      15  446696     -0.30447      0.61961
2268         1   27928800   27996727     73      15  446696      -1.5714      0.94196
2537         1   27982572   28033724     47      10  446696      -1.1895      0.88289
199870       1   28017490   28099426     82       6  446696     -0.73653       0.7693
23673        1   28064694   28160963     76       7  446696     -0.68785      0.75423
5511         1   28122252   28188183     42       6  446696     -0.46219      0.67803
9473         1   28164055   28223196     69      14  446696     -0.91288      0.81935
6118         1   28208035   28276255    101      12  446696      -1.5368      0.93783
27293        1   28226456   28295663    104      14  446696      -0.4521       0.6744
55113        1   28251504   28304604     82      13  446696     -0.19012      0.57539
2140         1   28286855   28450173    192      32  446696       0.2979      0.38289
5724         1   28463677   28555447    104      14  446696     -0.16278      0.56465
22826        1   28516789   28594542    140      13  446696     0.055791      0.47775
93974        1   28527602   28574616     88      10  446696      0.09525      0.46206
83667        1   28550963   28619002    109      14  446696      0.32321      0.37327
54797        1   28620513   28672478     56      13  446696     -0.68173      0.75229
65979        1   28661093   28836881    324      10  446696     -0.25766      0.60167
1104         1   28797455   28875708    121       8  446696      -1.0212      0.84641
54952        1   28844529   28915057     76      12  446696      -1.1531      0.87557
115273       1   28883712   28931098     43      10  446696       -1.069      0.85747
6883         1   28919608   29010416     68      12  446696       -1.101      0.86455
10691        1   28960234   29052115     56      14  446696      -1.0939      0.86301
51441        1   29028133   29106287     49      12  446696      -1.7341      0.95855
4985         1   29103654   29200208    150      24  446696       1.6126     0.053421
2035         1   29178603   29456558    328      30  446696        2.793    0.0026113
399474       1   29435937   29485421     78      15  446696       2.5398    0.0055462
6429         1   29464250   29543637    105      18  446696       2.1723     0.014915
51102        1   29509385   29592460    112      20  446696       2.0997     0.017878
10076        1   29528028   29663325    191      35  446696        1.761     0.039122
4146         1   31174124   31231432    107      18  446696      0.97469      0.16486
7805         1   31195315   31265683    103      29  446696      0.77221      0.21999
9672         1   31332313   31416480    106      36  446696       1.3863      0.08283
9698         1   31394353   31573838    185      21  446696       1.1902      0.11699
79570        1   31642592   31747734    162      18  446696      0.59709      0.27522
9410         1   31722415   31804644    119       9  446696      0.36624      0.35709
51538        1   31734832   31848569    162      12  446696       0.3914      0.34775
2170         1   31828100   31880923     94       9  446696     0.098083      0.46093
347735       1   31847412   31917527    128      14  446696       1.1468      0.12574
64129        1   32007086   32063290     88      22  446696       1.4328     0.075957
3061         1   32048290   32103214     48       9  446696       1.1636      0.12229
553115       1   32085463   32145838     67      10  446696       1.0234      0.15306
1307         1   32107848   32204768     99      20  446696      0.24296      0.40402
576          1   32182718   32265494     46      12  446696       -1.423      0.92263
90853        1   32246023   32316630     82      17  446696    -0.084681      0.53374
8073         1   32362022   32438988     78      16  446696     -0.96307      0.83224
10657        1   32444295   32536460     72      11  446696     -0.43577       0.6685
55116        1   32503503   32578467     49      14  446696     -0.14128      0.55618
23633        1   32538644   32652169     93      13  446696    0.0080902      0.49677
200081       1   32610293   32673886     53       9  446696     0.073846      0.47057
79140        1   32631202   32680991     45      10  446696     0.020868      0.49168
55721        1   32636236   32684288     45      10  446696   -0.0066826      0.50267
149069       1   32639695   32691797     51       9  446696     0.029492      0.48824
8668         1   32652971   32707205     56       8  446696     0.027271      0.48912
56063        1   32670040   32722954     53       7  446696    -0.078518      0.53129
84734        1   32677818   32724461     49       8  446696     -0.13827      0.55499
3932         1   32681840   32761766     72      15  446696     -0.94935      0.82878
3065         1   32722708   32809227     47      24  446696      -2.4069      0.99196
81629        1   32783365   32840098     23      16  446696      -2.2099      0.98644
65108        1   32789430   32836840     19      13  446696      -2.5504      0.99462
100128071    1   32816871   32862844     21      13  446696      -1.3711      0.91482
55108        1   32820704   32895062     39      20  446696      -1.7318      0.95835
728116       1   32895658   32963460     80       8  446696      -2.6975      0.99651
653121       1   32969772   33081542    180      11  446696      0.35199      0.36242
339487       1   33076421   33151565     89       6  446696      0.82019      0.20605
5928         1   33081749   33161812     99       6  446696       0.8293      0.20347
81493        1   33135507   33203361     76       8  446696       1.2824     0.099857
57648        1   33172492   33250571     70      15  446696       1.3625     0.086518
8565         1   33230840   33318633     73      11  446696      0.20355      0.41935
64766        1   33247368   33334480     74      12  446696       0.4584      0.32333
3208         1   33316688   33370247     40      13  446696      0.38851      0.34882
252995       1   33317869   33373093     38      13  446696      0.40405      0.34309
113452       1   33350196   33402041     40      11  446696    -0.002559      0.50102
127544       1   33392050   33465467     77      12  446696        1.312     0.094756
204          1   33463541   33537512     63      12  446696     -0.14267      0.55672
113451       1   33511711   33596132     73      17  446696     -0.91539      0.82001
55223        1   33601000   33682671     77       8  446696      0.71458      0.23743
149076       1   33686908   33776321     98      17  446696       1.6447     0.050017
127550       1   33762367   33821699     85      18  446696       1.7444     0.040546
1912         1   33779224   33876194    161      25  446696       2.0026     0.022608
7579         1   33903232   33972105     93      20  446696        1.965     0.024705
114784       1   33969609   34666443   1085     159  446696       0.5805      0.28079
127540       1   34291076   34340392     58      12  446696       1.3624     0.086529
84970        1   34597624   34694732    176      37  446696     -0.90645      0.81765
2709         1   35185648   35234113     94      27  446696      0.67719      0.24914
127534       1   35190342   35239325    102      28  446696      0.59822      0.27485
2707         1   35211790   35261967    118      27  446696      0.77126      0.22028
2701         1   35223559   35271351    116      23  446696       0.5497      0.29126
113444       1   35305963   35360417     66      21  446696      0.73575      0.23094
58512        1   35321037   35426083     79      24  446696       1.2665      0.10267
100506144    1   35437127   35485948     38       2  446696      -0.2339      0.59247
9204         1   35441766   35532569     67       4  446696     -0.20402      0.58083
79830        1   35490387   35591460     50       6  446696     -0.55862      0.71179
6421         1   35631981   35693766     37       7  446696    -0.096166      0.53831
9202         1   35699444   35897545     94      13  446696      0.30976      0.37837
79932        1   35889091   36058037     84      15  446696    -0.039269      0.51566
23154        1   35988311   36042380     25       6  446696     -0.21143      0.58372
339488       1   36003971   36070929     31       9  446696    -0.054242      0.52163
