# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
374946       1   11716781   11790336    345      84  463493     -0.42827    6.6613e-16     -0.42827
10459        1   11724537   11786678    302      76  462339     -0.37079    6.6613e-16     -0.37079
57085        1   11761142   11820828    260      65  469023      -1.6731    6.6613e-16      -1.6731
284498       1   11788827   11859642    384      53  474132       1.6133    6.6613e-16       1.6133
1185         1   11831153   11913201    549      32  472048       1.6617    6.6613e-16       1.6617
4524         1   11835787   11901160    434      30  472375       1.6715    6.6613e-16       1.6715
4878         1   11895766   11942840    291      46  468998      0.58999    6.6613e-16      0.58999
4879         1   11907521   11953992    283      44  474098     -0.35117    6.6613e-16     -0.35117
5351         1   11959724   12045599    478      63  467721      -1.1661    6.6613e-16      -1.1661
90231        1   11969645   12021485    291      43  468434     -0.86309    6.6613e-16     -0.86309
9927         1   12005238   12083572    343      44  464720     -0.59465    6.6613e-16     -0.59465
60672        1   12044299   12102106    229      48  464667      0.21354    6.9389e-16      0.21354
943          1   12088434   12214264    561     116  467780      0.45697    6.6613e-16      0.45697
7133         1   12192044   12279279    383      67  470965    -0.062064    6.8695e-16    -0.062064
55187        1   12255101   12582099   1093      69  467333     -0.57506    6.6613e-16     -0.57506
9249         1   12617939   12712820    532      93  469229     0.026825    6.8695e-16     0.026825
343066       1   12669566   12737097    347      57  467824     -0.22355    6.9389e-16     -0.22355
126767       1   12741118   12798726    253      59  465758      -1.1702    6.6613e-16      -1.1702
93190        1   12771163   12831102    287      34  466932     -0.86917    6.6613e-16     -0.86917
390999       1   12799984   12848049    210      38  465184     -0.55634    6.6613e-16     -0.55634
65121        1   12816546   12866777    217      47  457544     -0.37979    6.6613e-16     -0.37979
440560       1   12874468   12926264    162      54  457820     -0.79304    6.6613e-16     -0.79304
65122        1   12881941   12931764    141      48  456322     -0.46709    6.6613e-16     -0.46709
343069       1   12897261   12943578    102      34  451717     -0.49158    6.6613e-16     -0.49158
400735       1   12929033   12981025     26      18  437968     -0.36907    6.6613e-16     -0.36907
441871       1   12941467   12990300     20      14  427091     -0.11817    6.8001e-16     -0.11817
343071       1   12942727   12993094     17      12  446578      0.10637    6.8001e-16      0.10637
440563       1   13172960   13219326     83      18  465588      -2.8598    8.8818e-16      -2.8598
653619       1   13606973   13658987      3       2  469536     -0.45536    6.6613e-16     -0.45536
729528       1   13658269   13708511     12       8  341601       -1.685    6.6613e-16       -1.685
391004       1   13681088   13729064     31      17  355873       -1.971    6.6613e-16       -1.971
645414       1   13684889   13733405     32      18  347824      -1.9837    6.6613e-16      -1.9837
645425       1   13701907   13757803     41      19  376445      -2.5641    8.8818e-16      -2.5641
126755       1   13791445   13875242    545      92  464998       1.5988    6.6613e-16       1.5988
10630        1   13875252   13954452    450      98  470921     -0.59189    6.6613e-16     -0.59189
7799         1   13991714   14161574    814      54  469824      -0.2558    6.6613e-16      -0.2558
23254        1   14184646   15454544   6947     501  468615       1.4227    6.6613e-16       1.4227
55092        1   15444028   15556974    795      59  473443     -0.97034    6.6613e-16     -0.97034
727684       1   15480692   15533120    333      36  477470      -2.3955    8.8818e-16      -2.3955
114827       1   15538730   15734767   1077     143  470645      0.66749    6.6613e-16      0.66749
79180        1   15701391   15766839    330      61  466010      0.22467    6.9389e-16      0.22467
11330        1   15729938   15783153    256      69  457561      0.12044    6.8001e-16      0.12044
63036        1   15748223   15808586    285      64  464389     -0.73902    6.6613e-16     -0.73902
51032        1   15767596   15827895    300      59  467543      -1.6331    6.6613e-16      -1.6331
842          1   15807896   15886407    368      28  471664       -1.443    6.6613e-16       -1.443
23341        1   15818343   15908228    388      29  473299      -1.3461    6.6613e-16      -1.3461
79814        1   15888194   15946605    281      22  476822      -0.8986    6.6613e-16      -0.8986
84301        1   15908953   16005539    391      25  472991     -0.57486    6.6613e-16     -0.57486
6248         1   15951364   15998217    157      22  468179     -0.26637    6.6613e-16     -0.26637
23207        1   15975632   16071264    385      38  472075     -0.63611    6.6613e-16     -0.63611
284723       1   16027721   16077884    232      46  472868     -0.52119    6.6613e-16     -0.52119
388595       1   16033987   16084292    231      48  468992     -0.72005    6.6613e-16     -0.72005
54751        1   16048107   16123089    321      63  464745  -0.00057526    6.8587e-16  -0.00057526
440567       1   16123657   16169194    252      23  472065       -1.221    6.6613e-16       -1.221
23013        1   16139359   16276951    531      54  461463      -0.4995    6.6613e-16      -0.4995
7709         1   16258364   16337627    376      56  463840     -0.51153    6.6613e-16     -0.51153
101928566    1   16267626   16333701    331      52  467702     -0.44941    6.6613e-16     -0.44941
149563       1   16295731   16343184    293      41  468881     -0.31884    6.6613e-16     -0.31884
1187         1   16313486   16370548    421      45  465976     -0.54935    6.6613e-16     -0.54935
27129        1   16330523   16381084    380      47  464800     -0.71933    6.6613e-16     -0.71933
1188         1   16335231   16393821    421      50  466622     -0.88989    6.6613e-16     -0.88989
348487       1   16374264   16435127    349      39  474404      -1.1475    6.6613e-16      -1.1475
1969         1   16440832   16517582    309      60  463550      -1.1903    6.6613e-16      -1.1903
128272       1   16514599   16574104    236      37  474575      0.31705    6.6613e-16      0.31705
101927546    1   16541343   16588528    139      31  470229      0.20196    6.9389e-16      0.20196
79363        1   16548182   16598659    152      33  468922     -0.13576    6.9389e-16     -0.13576
54455        1   16563339   16713965    471      44  463528     0.033563    6.8695e-16     0.033563
26099        1   16658525   16734643    265      35  470917      0.23043    6.9389e-16      0.23043
374955       1   16712101   16798919    369      65  467648      -1.1861    6.6613e-16      -1.1861
55707        1   16732167   16796585    282      52  467394      -1.6243    6.6613e-16      -1.6243
100133301    1   16830561   16876198    136      42  449782      -1.3219    6.6613e-16      -1.3219
55672        1   16878922   16975100      1       1  443137      0.61915    6.6613e-16      0.61915
729574       1   16964498   17010007     35      16  447070      0.52237    6.6613e-16      0.52237
9696         1   17213445   17309474    159      45  456428      0.24858    6.9389e-16      0.24858
4237         1   17290997   17343081    212      53  457942     -0.41502    6.6613e-16     -0.41502
23400        1   17302453   17373467    272      35  463855     -0.48036    6.6613e-16     -0.48036
6390         1   17335217   17415665    433      32  474975      -1.3195    6.6613e-16      -1.3195
11240        1   17383256   17480948    580      58  475303     -0.54959    6.6613e-16     -0.54959
29943        1   17496621   17582501    538      91  469305     -0.48899    6.6613e-16     -0.48899
51702        1   17540593   17620728    483      76  472427     -0.64405    6.6613e-16     -0.64405
23569        1   17599690   17700495    686      66  474631      -0.7735    6.6613e-16      -0.7735
353238       1   17663741   17738195    507      56  472996     -0.45531    6.6613e-16     -0.45531
55920        1   17723251   17801250    394      51  463683      -1.0532    6.6613e-16      -1.0532
55160        1   17811693   18034370   1063     121  466654       -1.672    6.6613e-16       -1.672
81569        1   18046808   18163558    501      76  469328       0.7295    6.6613e-16       0.7295
84966        1   18399240   18714977   1717     250  467668       -1.977    6.6613e-16       -1.977
127707       1   18772424   18822540    271      46  473016      0.61472    6.6613e-16      0.61472
5081         1   18922500   19085360    815     145  464832       -1.426    6.6613e-16       -1.426
80834        1   19156093   19221155    481      74  474743       1.5877    6.6613e-16       1.5877
8659         1   19187924   19264293    495      73  472640        1.098    6.6613e-16        1.098
126917       1   19220774   19317826    491      72  470895     -0.12341    6.8001e-16     -0.12341
23352        1   19391000   19571812    617      51  467949     -0.21081    6.9389e-16     -0.21081
23065        1   19532158   19613053    400      38  476034       0.5155    6.6613e-16       0.5155
51154        1   19543075   19596622    249      40  477889      0.66676    6.6613e-16      0.66676
22977        1   19599057   19650280    256      45  473461      0.48627    6.6613e-16      0.48627
54896        1   19603740   19668925    327      55  473701      0.88125    6.6613e-16      0.88125
8574         1   19619202   19673640    274      45  475013      0.86215    6.6613e-16      0.86215
832          1   19655267   19847066    991      76  470928       0.7104    6.6613e-16       0.7104
440574       1   19888471   19966315    368      35  470132       1.7482    6.6613e-16       1.7482
100532736    1   19888471   19994949    505      52  471754       1.8165    6.6613e-16       1.8165
4681         1   19934723   19994949    291      48  471802       1.5468    6.6613e-16       1.5468
3362         1   19956780   20016055    292      56  471086       1.4383    6.6613e-16       1.4383
255104       1   19998706   20161424    869     138  469492      0.61511    6.6613e-16      0.61511
54546        1   20130522   20176771    263      63  474356      0.73861    6.6613e-16      0.73861
23252        1   20173356   20249438    337      52  471259      0.88354    6.6613e-16      0.88354
30814        1   20236800   20285110    244      55  469563      0.14064    6.9389e-16      0.14064
5320         1   20291924   20341932    248      62  473432        1.818    6.6613e-16        1.818
5322         1   20351157   20428394    361      48  470701       2.6254    8.8818e-16       2.6254
26279        1   20429143   20481059    231      89  468823      0.97034    6.6613e-16      0.97034
64600        1   20430823   20486879    246      95  468157       1.3234    6.6613e-16       1.3234
127733       1   20477578   20532540    198      60  470223       2.0666    8.8818e-16       2.0666
391013       1   20480484   20536687    192      58  470191       1.9024    6.6613e-16       1.9024
127731       1   20582412   20691662    573      67  469715     -0.24783    6.9389e-16     -0.24783
55450        1   20798884   20847728    186      50  467091      0.27238    6.6613e-16      0.27238
79594        1   20815941   20869674    249      50  469494     -0.27238    6.6613e-16     -0.27238
163933       1   20843932   20891513    259      38  473242     -0.52269    6.6613e-16     -0.52269
978          1   20880444   20955401    475      55  477549      -0.5952    6.6613e-16      -0.5952
65018        1   20924948   20988004    338      28  472625     -0.94712    6.6613e-16     -0.94712
1650         1   20968260   21023037    295      73  468900       -1.133    6.6613e-16       -1.133
57576        1   20980475   21079317    497     107  471424       1.0604    6.6613e-16       1.0604
400745       1   21036225   21094133    239      51  477860       2.6187    8.8818e-16       2.6187
50809        1   21059170   21148808    237      45  471148       2.9785    8.8818e-16       2.9785
8672         1   21122785   21538381   1271      60  468770       3.6411    8.8818e-16       3.6411
1889         1   21533740   21707034    822     104  467306       0.2895    6.6613e-16       0.2895
84224        1   21731583   21821393    444      59  469288      -1.0716    6.6613e-16      -1.0716
249          1   21800475   21914905    642      77  472596     -0.31152    6.6613e-16     -0.31152
5909         1   21912708   22031010    583      98  471953      -1.1626    6.6613e-16      -1.1626
84196        1   21994791   22144688    679      63  471487      0.10481    6.8001e-16      0.10481
401944       1   22103758   22161714    306      79  468988      0.40383    6.6613e-16      0.40383
3339         1   22138737   22298750    845      82  469558      0.48176    6.6613e-16      0.48176
23436        1   22268418   22325847    377      37  476379    -0.027201    6.8695e-16    -0.027201
10136        1   22293149   22349035    348      36  474612     -0.43032    6.6613e-16     -0.43032
998          1   22344120   22429439    427      54  469653       1.0156    6.6613e-16       1.0156
54361        1   22433798   22505474    391      78  473914       1.2013    6.6613e-16       1.2013
9923         1   22743344   22867650    394      69  464330       1.0949    6.6613e-16       1.0949
2046         1   22855004   22940087    401      94  464714     -0.32226    6.6613e-16     -0.32226
712          1   22928118   22976175    251      49  463295      -1.0669    6.6613e-16      -1.0669
714          1   22934969   22984603    247      47  464206      -1.0958    6.6613e-16      -1.0958
713          1   22944682   22998130    232      44  468518     -0.81678    6.6613e-16     -0.81678
2048         1   23002263   23251823   1105     147  463368     -0.69263    6.6613e-16     -0.69263
646262       1   23269536   23334524    257      35  467946      -1.0923    6.6613e-16      -1.0923
23028        1   23310937   23420184    306      44  465315      -1.7382    6.6613e-16      -1.7382
729059       1   23327327   23377343    135      36  464709      -1.1144    6.6613e-16      -1.1144
7798         1   23400516   23539301    482      53  470234      -1.1014    6.6613e-16      -1.1014
3352         1   23508388   23556222    268      28  471342     -0.50971    6.6613e-16     -0.50971
10236        1   23625953   23706143    268      41  460538     -0.45629    6.6613e-16     -0.45629
80818        1   23675941   23731357    229      50  460499     -0.63058    6.6613e-16     -0.63058
6920         1   23697555   23786269    336      58  462749      0.16381    6.9389e-16      0.16381
55616        1   23745056   23845750    372      41  464876       1.4598    6.6613e-16       1.4598
1870         1   23822920   23892712    267      54  456407      0.93744    6.6613e-16      0.93744
3399         1   23874421   23921285    178      52  463958       1.2913    6.6613e-16       1.2913
6135         1   23983269   24032915    226      51  464734      0.38412    6.6613e-16      0.38412
6924         1   24034856   24098549    212      53  464443     -0.63448    6.6613e-16     -0.63448
57095        1   24069876   24124722    151      42  460907     -0.53202    6.6613e-16     -0.53202
11313        1   24082275   24132029    136      51  461753    -0.046723    6.8695e-16    -0.046723
2582         1   24112089   24162294    131      40  462349      0.64107    6.6613e-16      0.64107
3155         1   24118367   24200110    256      35  468824       1.0136    6.6613e-16       1.0136
2517         1   24161567   24229859    356      30  473457        1.404    6.6613e-16        1.404
1269         1   24187005   24320549    397      37  464879       1.7817    6.6613e-16       1.7817
55629        1   24251301   24299952     37      17  424012       3.3245    8.8818e-16       3.3245
10772        1   24282935   24341953     40      13  436423       3.8379    8.8818e-16       3.8379
127294       1   24372531   24473665    540      73  470823       1.4832    6.6613e-16       1.4832
58985        1   24436261   24504783    365      58  469111      -0.6105    6.6613e-16      -0.6105
163702       1   24470647   24548765    404      82  471216      -1.0916    6.6613e-16      -1.0916
57822        1   24610812   24700972    415      77  467075       1.3172    6.6613e-16       1.3172
90529        1   24673489   24776587    485      51  470103     0.087615    6.8001e-16     0.087615
57185        1   24707245   24809473    479      54  468327      0.19216    6.9389e-16      0.19216
11123        1   24793841   24873510    327      53  467760       1.1752    6.6613e-16       1.1752
400746       1   24847567   24945819    526      70  473884      -1.0594    6.6613e-16      -1.0594
10250        1   24934594   25009772    197      54  469758     -0.36725    6.6613e-16     -0.36725
25932        1   25036760   25180815    375      73  462149      0.41063    6.6613e-16      0.41063
864          1   25216002   25326648    548      93  462762       1.4007    6.6613e-16       1.4007
25949        1   25538767   25594013    194      38  451208     -0.61968    6.6613e-16     -0.61968
57035        1   25558740   25609010    127      33  448900     -0.40828    6.6613e-16     -0.40828
6007         1   25563884   25666936    113      32  448699     -0.21986    6.9389e-16     -0.21986
23585        1   25629789   25698852     95      29  446256      -1.0564    6.6613e-16      -1.0564
6006         1   25677853   25782363    344      42  457824     -0.87462    6.6613e-16     -0.87462
55219        1   25722388   25836700    394      38  463339     -0.75863    6.6613e-16     -0.75863
26119        1   25835071   25905377    311      56  462884     -0.61047    6.6613e-16     -0.61047
57134        1   25908959   26121258    853      87  460531     -0.27652    6.6613e-16     -0.27652
57190        1   26091667   26154713    260      49  460675      0.93097    6.6613e-16      0.93097
56181        1   26111397   26169433    242      39  460586      0.75251    6.6613e-16      0.75251
79000        1   26148414   26220939    248      34  457800       1.5654    6.6613e-16       1.5654
164091       1   26177975   26237461    177      35  452444       2.3363    8.8818e-16       2.3363
3925         1   26200670   26268368    218      43  457675       2.0609    8.8818e-16       2.0609
5051         1   26276258   26361366    314      46  460320     -0.57555    6.6613e-16     -0.57555
2134         1   26313266   26372955    225      54  452021     -0.92146    6.6613e-16     -0.92146
7780         1   26354513   26408439    236      46  460929      -1.5231    6.6613e-16      -1.5231
84676        1   26367792   26429142    279      35  460308      -1.7279    6.6613e-16      -1.7279
149420       1   26402656   26462039    236      28  464048      -1.0038    6.6613e-16      -1.0038
79927        1   26450511   26499119    223      54  464806     -0.82682    6.6613e-16     -0.82682
51042        1   26461388   26507364    227      57  465508      -1.0418    6.6613e-16      -1.0418
10256        1   26468981   26526375    288      48  466045     -0.57286    6.6613e-16     -0.57286
378807       1   26482119   26539033    290      42  461951     -0.22484    6.9389e-16     -0.22484
64793        1   26525644   26615529    452      36  457795      0.11966    6.8001e-16      0.11966
83442        1   26571213   26618013    220      33  457263      0.11818    6.8001e-16      0.11818
91544        1   26598773   26679756    383      44  457684     -0.66234    6.6613e-16     -0.66234
1043         1   26609411   26657014    235      34  459733     -0.31249    6.6613e-16     -0.31249
55057        1   26638350   26715621    392      53  452078     -0.48986    6.6613e-16     -0.48986
257101       1   26678125   26736023    310      61  455964     0.015452    6.8522e-16     0.015452
79727        1   26702269   26766219    275      49  455634      0.76949    6.6613e-16      0.76949
79947        1   26723773   26807797    313      58  469143      0.70005    6.6613e-16      0.70005
3151         1   26763902   26813133    178      52  466343       1.0467    6.6613e-16       1.0467
6195         1   26821249   26911520    323      52  464996       0.8383    6.6613e-16       0.8383
8289         1   26987522   27118601    316      45  461622      0.76762    6.6613e-16      0.76762
101928728    1   27008623   27057896    124      28  457571      0.69688    6.6613e-16      0.69688
55650        1   27078739   27134894    127      41  464164      0.55418    6.6613e-16      0.55418
84243        1   27118201   27194092    198      53  465375        1.183    6.6613e-16        1.183
2810         1   27154633   27200947    132      41  464340        1.189    6.6613e-16        1.189
54707        1   27195872   27251869    145      37  452445       1.5352    6.6613e-16       1.5352
