GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
50651        1    8378171    8404227    114      28  469296        2.186     0.014407
473          1    8412464    8877699   1290      69  465044       2.7101    0.0033631
2023         1    8921059    8939151     59      22  467967    -0.028642      0.51143
765          1    9005893    9035151    178      49  466479      0.84744      0.19837
155184       1    9063359    9086404    129      47  471033        1.563     0.059023
6518         1    9097005    9131763    153      32  471589       2.2359     0.012681
80045        1    9163472    9189229     96      27  461785       2.2228     0.013116
9563         1    9294822    9331396    177      56  456295    -0.025283      0.51009
80176        1    9335202    9429591    611     116  473250     -0.74307      0.77128
84275        1    9599528    9642831    162      42  463300       2.0718     0.019142
199953       1    9648932    9674935    108      38  455347       2.3165     0.010265
5293         1    9711789    9789172    335      67  460695       1.2275      0.10982
22883        1    9789079    9884550    451      35  449731     -0.83477      0.79808
56998        1    9908334    9970316    233      59  456352       1.0359      0.15014
84328        1    9982168   10003460     71      22  476843      -1.3707      0.91476
64802        1   10003486   10045556    140      35  460421     -0.25545      0.60081
116362       1   10057255   10076078     56      15  461243     -0.75365      0.77447
10277        1   10093041   10241297    544      46  470117     -0.37785      0.64723
23095        1   10270606   10441664    689      35  473689       0.6135      0.26977
5226         1   10458884   10480565     77      22  462067     -0.48414      0.68586
378708       1   10489944   10510239     79      22  474230     -0.54829      0.70826
100526739    1   10490159   10512060     83      22  473648     -0.58233      0.71983
1325         1   10509776   10512060      7       3  472800     -0.94415      0.82745
1676         1   10520588   10532613     48      25  459750     -0.98901      0.83867
5195         1   10535003   10690815    582      67  470111     -0.16887      0.56705
54897        1   10696661   10856733    763     150  466110     -0.62576      0.73426
148345       1   11006530   11042094    195      42  469880      -2.7937      0.99739
23435        1   11072462   11085549     48      17  467359      0.19589      0.42235
10747        1   11086580   11107296     88      21  474630      0.62181      0.26703
6723         1   11114649   11120091     16       8  440555      -1.0507      0.85329
5394         1   11126675   11159961    139      17  469744      -1.4615      0.92806
2475         1   11166588   11322614    487      30  470971      -1.7605      0.96084
10218        1   11249346   11256038     24       7  473277       -0.899      0.81567
29914        1   11333255   11348491     36      10  449546      0.34091      0.36659
57540        1   11539295   11597640    213      35  470857     -0.07789      0.53104
26232        1   11707924   11714888     39      25  471479     -0.16423      0.56523
93611        1   11714432   11723384     34      16  474321      0.47085      0.31887
26270        1   11724150   11734411     52      22  462242       1.2642      0.10308
10459        1   11734537   11751678     87      26  464017      0.20887      0.41728
374946       1   11751781   11780336    138      40  459402     -0.21684      0.58583
57085        1   11796142   11810828     54      19  475345     -0.62616      0.73439
284498       1   11823827   11849642    189      21  473333       2.4138    0.0078946
4524         1   11845787   11866160    108      21  471720       1.8812      0.02997
1185         1   11866153   11903201    247      28  471497       1.7631     0.038941
4878         1   11905766   11907840     14       5  483909       1.5173     0.064592
4879         1   11917521   11918992      5       3  463892       0.6284      0.26487
90231        1   11979645   11986485     34      15  464626      -1.0556      0.85443
5351         1   11994724   12035599    196      37  468696      0.17823      0.42927
9927         1   12040238   12073572    146      28  465256     -0.24291      0.59596
60672        1   12079299   12092106     46      19  461408      0.91716      0.17953
943          1   12123434   12204264    379      78  467188      0.14206      0.44351
7133         1   12227044   12269279    186      40  470837      0.88494       0.1881
55187        1   12290101   12572099    872      56  466170     -0.15836      0.56291
9249         1   12627939   12677820    236      66  468205      0.27031      0.39346
343066       1   12704566   12727097    103      25  462370      0.55428      0.28969
126767       1   12776118   12788726     66      20  464404     -0.85347       0.8033
93190        1   12806163   12821102     75      16  467663     -0.23783      0.59399
390999       1   12834984   12838049     13       7  472985       1.7237      0.04238
65121        1   12851546   12856777     22       7  446608     -0.66679      0.74755
440560       1   12884468   12891264     26      12  451187     -0.70912      0.76087
343069       1   12907261   12908578      4       2  475710     -0.20969      0.58305
65122        1   12916941   12921764     23       8  469450      0.32407      0.37294
400735       1   12939033   12946025     12       9  434773     -0.86307      0.80595
343071       1   12952727   12958094      2       1  477071        1.304     0.096121
440563       1   13182960   13184326     12       6  471206      -1.0266      0.84771
653619       1   13641973   13648987      1       1  469677     -0.74115       0.7707
729528       1   13668269   13673511      2       1  457330     0.053089      0.47883
645414       1   13694889   13698405      2       1   70019      0.72454      0.23437
391004       1   13716088   13719064     13       6  376269     -0.69689      0.75706
645425       1   13736907   13747803      4       2  472679      -0.4627      0.67821
126755       1   13801445   13840242    244      68  459077       1.3774     0.084189
10630        1   13910252   13944452    189      58  470838      -1.7202       0.9573
7799         1   14026714   14151574    551      55  467644     0.051108      0.47962
23254        1   14219646   15444544   6679     495  468521       1.8701     0.030734
55092        1   15479028   15546974    442      44  477011      -1.5864      0.94367
727684       1   15490692   15498120     35      12  478291      -1.3628      0.91352
114827       1   15573730   15724767    761     108  468199       1.4364     0.075442
79180        1   15736391   15756839    112      37  454356       1.1337      0.12846
11330        1   15764938   15773153     36      16  464113     -0.38936       0.6515
63036        1   15783223   15798586     84      21  468006      -1.0402      0.85087
51032        1   15802596   15817895     77      21  470354     -0.82048      0.79403
842          1   15817896   15851407    182      23  470298     -0.69149      0.75537
23341        1   15853343   15898228    162      26  475680      -1.5211      0.93588
79814        1   15898194   15911605     71      13  473034      -0.7079       0.7605
84301        1   15943953   15995539    174      24  468814    -0.040214      0.51604
6248         1   15986364   15988217      7       5  404621      0.48829      0.31267
23207        1   16010632   16061264    229      36  472760     -0.33029      0.62941
284723       1   16062721   16067884     17      10  469376     -0.16452      0.56534
388595       1   16068987   16074292     30      13  469829      0.57663       0.2821
54751        1   16083107   16113089    129      30  467776      0.93679      0.17443
440567       1   16133657   16134194      4       2  486672      -1.0206      0.84628
23013        1   16174359   16266951    321      53  456874      0.45095      0.32601
7709         1   16268364   16302627    115      44  461031     -0.20277      0.58034
101928566    1   16302626   16323701    121      34  468397    -0.032359      0.51291
149563       1   16330731   16333184     21       9  472024       1.3054     0.095877
27129        1   16340523   16346084     50       8  474023     -0.17115      0.56795
1187         1   16348486   16360548     96      24  452533     -0.23084      0.59128
1188         1   16370231   16383821    122      24  474623     -0.37825      0.64738
348487       1   16384264   16400127     70      16  470710     -0.23218       0.5918
1969         1   16450832   16482582    124      49  449951     -0.68022      0.75182
128272       1   16524599   16539104     70      15  478703      0.68316      0.24725
101927546    1   16551343   16553528      6       2  485691      0.43639      0.33128
79363        1   16558182   16563659     21      11  453995       1.1743      0.12014
54455        1   16573339   16678965    325      34  460666      0.48582      0.31355
26099        1   16693525   16724643     98      25  467595      0.66765      0.25218
374955       1   16722101   16763919    185      48  465830     -0.50628      0.69367
55707        1   16767167   16786585     68      23  464773     -0.71978      0.76417
100133301    1   16865561   16866198      2       1  445801      -1.7457      0.95957
9696         1   17248445   17299474    123      38  454663       1.0078      0.15679
4237         1   17300997   17308081     23       8  459522      0.14935      0.44064
23400        1   17312453   17338467     90      32  449273      0.39123      0.34781
6390         1   17345217   17380665    156      23  473132      -0.3912      0.65218
11240        1   17393256   17445948    338      34  476755     -0.29521      0.61608
29943        1   17531621   17572501    242      85  467975      -1.1911       0.8832
51702        1   17575593   17610728    229      47  476272      0.67667      0.24931
23569        1   17634690   17690495    356      37  476744     -0.21287      0.58429
353238       1   17698741   17728195    224      31  474883     -0.29665      0.61663
55920        1   17733251   17766250    150      43  456625      -1.7254      0.95777
55160        1   17846693   18024370    883     107  465717     -0.99553      0.84026
81569        1   18081808   18153558    314      46  471918       1.0383      0.14957
84966        1   18434240   18704977   1501     223  467147      -1.5121      0.93474
127707       1   18807424   18812540     23       8  480510       1.8574     0.031626
5081         1   18957500   19075360    598     137  464193     -0.52701      0.70091
80834        1   19166093   19186155    140      33  476116       1.4698     0.070804
8659         1   19197924   19229293    204      44  470171       1.6927     0.045257
126917       1   19230774   19282826    269      57  469417     0.057198      0.47719
23352        1   19401000   19536812    444      49  465863     -0.35975      0.64048
23065        1   19542158   19578053    139      28  476252       1.2389      0.10768
51154        1   19578075   19586622     53      10  482828      0.88653      0.18767
22977        1   19609057   19615280     31       8  475850       1.0532      0.14612
8574         1   19629202   19638640     37      17  473689       1.2546      0.10481
54896        1   19638740   19658925    128      24  479324       1.0436      0.14833
832          1   19665267   19812066    775      47  472024       1.1971      0.11564
440574       1   19923471   19956315    148      23  468139       2.0399      0.02068
100532736    1   19923471   19984949    296      46  471793       2.1137     0.017269
4681         1   19969723   19984949     75      29  477304       1.7449     0.040499
3362         1   19991780   20006055     67      26  459597       1.6348      0.05104
255104       1   20008706   20126424    614      96  467659       1.1365      0.12788
54546        1   20140522   20141771     11       7  479059      -1.3468      0.91098
23252        1   20208356   20239438    112      33  464023      0.62337      0.26652
30814        1   20246800   20250110     20       8  480469     -0.29882      0.61746
5320         1   20301924   20306932     25      16  471972     -0.35724      0.63954
5322         1   20386157   20418394    170      40  469048       2.2704     0.011593
26279        1   20439143   20446059     31      16  478364       1.6438      0.05011
64600        1   20465823   20476879     45      27  472566      0.78936      0.21495
391013       1   20490484   20501687     44      14  472009       2.8439     0.002228
127733       1   20512578   20522540     26      17  468987      0.29543      0.38383
127731       1   20617412   20681662    337      50  468688      0.13822      0.44503
55450        1   20808884   20812728     10       6  427038     -0.42647      0.66512
79594        1   20825941   20834674     40      18  475461      0.74209      0.22902
163933       1   20878932   20881513      6       3  472975       2.0159     0.021904
978          1   20915444   20945401    161      37  475040      0.06231      0.47516
65018        1   20959948   20978004     96      19  470653      -1.2061       0.8861
1650         1   20978260   20988037     45      14  471331     -0.30327      0.61916
57576        1   20990475   21044317    326      77  469040      0.37676      0.35318
400745       1   21046225   21059133     56      20  477202       1.6661     0.047844
50809        1   21069170   21113808    122      30  477287       3.3314   0.00043201
8672         1   21132785   21503381   1132      55  469621       3.8489    5.933e-05
1889         1   21543740   21672034    601      86  464758      0.27703      0.39088
84224        1   21766583   21811393    219      33  465626     -0.28612      0.61261
249          1   21835475   21904905    403      51  474751    -0.015201      0.50606
5909         1   21922708   21996010    350      66  469313      -1.0191      0.84592
84196        1   22004791   22109688    447      61  471939      0.42401      0.33578
401944       1   22138758   22151714     72      41  454838      0.94755      0.17168
3339         1   22148737   22263750    588      79  469365      0.88797      0.18728
23436        1   22303418   22315847    111      20  477813     -0.13136      0.55226
10136        1   22328149   22339035     51      13  477145     -0.05084      0.52027
998          1   22379120   22419439    153      39  470517       1.6159     0.053058
54361        1   22443798   22470474    131      35  472312       1.8733      0.03051
9923         1   22778344   22857650    255      42  464810      0.89158      0.18631
2046         1   22890004   22930087    199      44  468323     -0.46523      0.67912
712          1   22963118   22966175     15      10  463710     -0.47436      0.68238
714          1   22969969   22974603     24       6  478659       0.1907      0.42438
713          1   22979682   22988130     36      14  473320      -0.3229      0.62661
2048         1   23037263   23241823    937     139  463425   -0.0072856      0.50291
646262       1   23279536   23299524     79      25  473786     -0.49656      0.69025
729059       1   23337327   23342343     17       8  468747      0.53196      0.29738
23028        1   23345937   23410184    160      39  460971       -1.627      0.94813
7798         1   23410516   23504301    261      43  469949      -1.0477      0.85261
3352         1   23518388   23521222     15      10  464427      0.28829      0.38656
10236        1   23635953   23671143    107      32  456833     -0.21551      0.58532
80818        1   23685941   23696357     41      13  474584     -0.25152      0.59929
6920         1   23707555   23751269    191      48  458068     0.059558      0.47625
55616        1   23755056   23810750    181      39  472175       1.1832      0.11836
1870         1   23832920   23857712     92      25  444968      0.86022      0.19483
3399         1   23884421   23886285     14       8  474789       2.0829     0.018631
6135         1   24018269   24022915     22       9  468902      0.21546       0.4147
6924         1   24069856   24088549     58      15  464241      -1.0031      0.84208
57095        1   24104876   24114722     24      16  447653      0.11527      0.45411
11313        1   24117275   24122029     11       7  455273      0.20227      0.41985
2582         1   24122089   24127294     10       7  461097      0.62798      0.26501
3155         1   24128367   24165110     96      26  468414       1.1387      0.12741
2517         1   24171567   24194859     75      25  467555       1.8655     0.031057
1269         1   24197005   24285549    330      30  465113       1.7776     0.037738
55629        1   24286301   24289952      5       2  407876       3.8327   6.3381e-05
10772        1   24292935   24306953     12       5  474361       3.5903   0.00016514
127294       1   24382531   24438665    299      45  471069       2.1485     0.015838
58985        1   24446261   24469783     98      30  475910      0.65149      0.25737
163702       1   24480647   24513765    189      39  473809     -0.92582      0.82273
57822        1   24645812   24690972    187      58  467526      0.77633      0.21878
90529        1   24683489   24741587    245      46  470975      0.36041      0.35927
57185        1   24742245   24799473    307      43  467441      0.57379      0.28306
11123        1   24828841   24863510    158      34  467720       1.0745       0.1413
400746       1   24882567   24935819    277      43  475000      -1.2236      0.88944
10250        1   24969594   24999772     66      33  469892     -0.22383      0.58855
25932        1   25071760   25170815    224      69  456523      0.79331       0.2138
864          1   25226002   25291648    258      70  469794       1.7834     0.037257
25949        1   25548767   25559013     39      14  452584     -0.38234       0.6489
57035        1   25568740   25574010     22      12  460882     -0.74569      0.77207
6007         1   25598884   25656936      3       2  477638       1.7697      0.03839
23585        1   25664789   25688852     79      27  452179     -0.86143       0.8055
6006         1   25687853   25747363    183      32  455347     -0.22124      0.58755
55219        1   25757388   25826700    251      40  463908     -0.10989      0.54375
26119        1   25870071   25895377    133      30  466328     -0.28224      0.61112
57134        1   25943959   26111258    659      73  461956     0.092646      0.46309
57190        1   26126667   26144713     77      21  458441       1.3986     0.080969
56181        1   26146397   26159433     45      10  462192         1.35     0.088508
79000        1   26158414   26185939    100      12  464029       1.1452      0.12605
164091       1   26187975   26202461     43      12  443440       3.0929   0.00099099
3925         1   26210670   26233368     57      19  456734       2.3552    0.0092554
5051         1   26286258   26326366    145      28  462635    -0.056795      0.52265
2134         1   26348266   26362955     53      25  448237      0.55021      0.29109
7780         1   26364513   26373439     35      14  446667      -1.3354      0.90912
84676        1   26377792   26394142     73      22  467206     -0.43474      0.66812
149420       1   26437656   26452039     54      13  464701    -0.072234      0.52879
79927        1   26485511   26489119     19      12  465317     -0.38318      0.64921
51042        1   26496388   26497364      6       3  474176      0.68147      0.24779
10256        1   26503981   26516375     51      23  457729      0.32841       0.3713
378807       1   26517119   26529033     80      20  469344       1.0113      0.15594
64793        1   26560644   26605529    204      30  454610      0.73854      0.23009
83442        1   26606213   26608013      7       4  468274     0.096071      0.46173
91544        1   26608773   26644756    174      26  462606      0.38504       0.3501
1043         1   26644411   26647014     20       8  451222     -0.76208      0.77699
55057        1   26648350   26680621    149      34  453727      -1.1586      0.87669
257101       1   26688125   26701023     66      20  458704      0.06111      0.47564
79727        1   26737269   26756219     66      31  468040       1.1978       0.1155
79947        1   26758773   26797797    131      49  468118       1.6377     0.050742
3151         1   26798902   26803133     14       8  443582      0.28033      0.38961
6195         1   26856249   26901520    156      37  462336     -0.17521      0.56954
101928728    1   27018623   27022896     16       8  475351       1.1413      0.12687
8289         1   27022522   27108601    206      39  458694       1.0722      0.14181
55650        1   27113739   27124894     26      13  472724      0.93078      0.17598
84243        1   27153201   27184092    101      36  463512       1.7104     0.043599
2810         1   27189633   27190947      2       1  465324      0.66805      0.25205
54707        1   27205872   27216869     27      10  473166       1.8688     0.030823
63906        1   27216979   27226962     25      16  449537      0.80332       0.2109
8431         1   27237975   27240567      7       5  473789      0.20511      0.41874
10726        1   27248187   27273362     80      32  457740       1.2532      0.10507
126695       1   27276047   27286901     31      13  448672       1.0515      0.14652
388610       1   27320189   27327377     21       8  461077       1.0781      0.14049
115572       1   27331511   27339333     25      13  468162      0.55952       0.2879
6548         1   27425300   27481621    163      50  456390      -1.3817      0.91647
23038        1   27561007   27635124    200      50  457626     -0.11556        0.546
84065        1   27648636   27662891     68      29  468952     -0.26154      0.60316
84958        1   27668483   27680423     38      18  478339     -0.37247      0.64523
9064         1   27681670   27693558     33      15  477097      0.82556      0.20453
8547         1   27695601   27701315     23      17  467626     -0.98427      0.83751
388611       1   27705596   27709823      4       2  461451    -0.067416      0.52687
2827         1   27719148   27722318      8       6  471016      0.46416      0.32127
10163        1   27730734   27816678    256      46  464639       1.4413     0.074749
27245        1   27860756   27930463    179      58  452686      -1.3526       0.9119
2268         1   27938800   27961727     93      27  455169      0.76522      0.22207
2537         1   27992572   27998724     20       8  466488       1.1921      0.11661
199870       1   28052490   28089426    113      18  469191      0.24876      0.40177
23673        1   28099694   28150963    159      30  454096      0.35041      0.36301
5511         1   28157252   28178183     68      29  445808      0.81578      0.20731
9473         1   28199055   28213196     72      19  469517       1.7703     0.038337
6118         1   28218035   28241255    110      21  461921       2.0238     0.021493
27293        1   28261456   28285663    117      30  474396      0.60064      0.27404
55113        1   28286504   28294604     34      17  460498        0.421      0.33688
2140         1   28296855   28415173    437      49  472328     -0.41007      0.65912
5724         1   28473677   28520447    134      60  455121      0.97233      0.16544
22826        1   28526789   28559542    122      24  477034       1.6306     0.051488
93974        1   28562602   28564616      9       4  480267       1.7804     0.037508
83667        1   28585963   28609002     92      37  469325       2.2456     0.012366
54797        1   28655513   28662478     19      14  466144     -0.52477      0.70013
65979        1   28696093   28826881    524      25  467814       3.2594   0.00055816
1104         1   28832455   28865708    125      38  453242       3.4188   0.00031453
54952        1   28879529   28905057     88      30  464354       2.8624     0.002102
115273       1   28918712   28921098      9       6  477194     -0.86341      0.80604
6883         1   28929608   28975416    162      49  452219       1.5969     0.055146
10691        1   28995234   29042115    148      37  466717      0.89801      0.18459
51441        1   29063133   29096287     99      29  471475      0.50153        0.308
4985         1   29138654   29190208    267      36  470220     -0.31295      0.62284
2035         1   29213603   29446558    800      67  461740       1.4616     0.071921
399474       1   29445937   29450421     21      10  417399      0.64648      0.25898
6429         1   29474250   29508637    119      43  461547      0.60964      0.27105
51102        1   29519385   29557460    135      37  471343      0.61619      0.26888
10076        1   29563028   29653325    368      62  469534     -0.40248      0.65633
4146         1   31184124   31196432     49      13  471195       1.7537     0.039744
7805         1   31205315   31230683    133      59  458853       2.8227    0.0023809
9672         1   31342313   31381480    159      66  463603       0.3184      0.37509
9698         1   31404353   31538838    477      57  467327      0.26291      0.39631
79570        1   31652592   31712734    349      40  471920        2.031     0.021128
9410         1   31732415   31769644    146      22  470278       1.1122      0.13302
51538        1   31769832   31838569    248      33  468558       1.2668      0.10261
2170         1   31838100   31845923     23      16  451087      0.50792      0.30576
347735       1   31882412   31907527    103      21  472950       1.6857     0.045925
64129        1   32042086   32053290     24      16  473929       1.9317     0.026698
3061         1   32083290   32093214     38      12  471122      0.38764      0.34914
553115       1   32095463   32110838     38      13  450434       1.2322      0.10894
1307         1   32117848   32169768    207      66  463494      0.90183      0.18357
576          1   32192718   32230494    125      34  465384        1.144      0.12632
90853        1   32256023   32281630     98      35  473047       1.0224       0.1533
8073         1   32372022   32403988    117      24  457183   -0.0075747      0.50302
10657        1   32479295   32526460    101      67  459741       1.1994      0.11519
55116        1   32538503   32568467     71      21  462523      0.38618      0.34968
23633        1   32573644   32642169    169      47  468258      0.85572      0.19608
200081       1   32645293   32663886     48      20  473239       1.1124      0.13299
79140        1   32666202   32670991     11       8  465094     -0.58308      0.72008
55721        1   32671236   32674288     10       7  453499      -1.1192      0.86847
149069       1   32674695   32681797     35      24  467876      -0.2518       0.5994
56063        1   32680040   32687954     26      14  471639      0.10232      0.45925
8668         1   32687971   32697205     20       7  477474    -0.024388      0.50973
84734        1   32712818   32714461      4       2  470874      0.48944      0.31226
3932         1   32716840   32751766    101      50  466458      -1.5567      0.94023
3065         1   32757708   32799227    105      28  455635      -1.4484      0.92625
65108        1   32799430   32801840      3       2  459384      -1.0211       0.8464
81629        1   32818365   32830098     24      11  440791     -0.51796      0.69776
100128071    1   32826871   32827844      2       1  453002     -0.50176      0.69208
55108        1   32830704   32860062     75      34  461973      0.26887      0.39401
728116       1   32930658   32953460     74      29  456201       1.2915     0.098269
653121       1   33004772   33071542    290      31  462511      0.51581      0.30299
339487       1   33086421   33116565    143      25  467776       1.0403      0.14911
5928         1   33116749   33151812    149      23  464222       1.4254     0.077026
81493        1   33145507   33168361     89      17  470770       1.2331      0.10877
57648        1   33207492   33240571     94      39  464505      0.34433       0.3653
8565         1   33240840   33283633    125      33  464763     -0.50826      0.69436
64766        1   33282368   33324480    129      42  472383     -0.43902      0.66968
252995       1   33327869   33338093     26      13  424507      0.21043      0.41667
3208         1   33351688   33360247     20      12  452645     -0.63847      0.73842
113452       1   33360196   33367041     22      11  470441      -1.1388      0.87261
127544       1   33402050   33430467    101      27  472625       1.3047     0.096005
204          1   33473541   33502512     87      26  463680       0.5962      0.27552
113451       1   33546711   33586132    137      42  459625      0.54013      0.29455
55223        1   33611000   33647671    148      27  466836       1.5728     0.057883
149076       1   33721908   33766321    123      33  468851        1.172       0.1206
127550       1   33772367   33786699     62      21  474354      0.14017      0.44426
1912         1   33789224   33841194    215      45  464617      0.10627      0.45768
7579         1   33938232   33962105     89      21  467764      0.94785       0.1716
114784       1   33979609   34631443   2968     295  466818     -0.28739      0.61309
127540       1   34326076   34330392     18      11  478426      0.33618      0.36837
84970        1   34632624   34684732    305      50  472057       2.1301     0.016581
2709         1   35220648   35224113     15      10  470161       1.4377     0.075263
127534       1   35225342   35229325     25      17  474470      0.13037      0.44814
2707         1   35246790   35251967     24       9  445376      0.91374      0.18043
2701         1   35258559   35261351     17       7  471727        2.247     0.012319
113444       1   35315963   35325417     39      19  472714      0.67794      0.24891
58512        1   35331037   35391083    165      72  461952       0.4185      0.33779
100506144    1   35447127   35450948      7       3  477435     0.092357      0.46321
9204         1   35451766   35497569    152      25  462292     -0.65178      0.74273
79830        1   35525387   35581460    185      45  462738     0.042797      0.48293
6421         1   35641981   35658766     75      20  465840      0.75626      0.22475
9202         1   35734444   35887545    451      58  462038      0.64535      0.25935
