GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
55092        1   15444028   15556974    285      30  11226       1.0531      0.14615
727684       1   15480692   15533120    130      21  11226       1.5949     0.055363
114827       1   15538730   15734767    412      68  11226     -0.19293      0.57649
79180        1   15701391   15766839    129      25  11226      -1.8739      0.96953
11330        1   15729938   15783153     86      25  11226       -1.829       0.9663
63036        1   15748223   15808586     89      20  11226      -1.0927      0.86274
51032        1   15767596   15827895     92      20  11226     0.069344      0.47236
842          1   15807896   15886407    103      11  11226       1.2387      0.10772
23341        1   15818343   15908228    119      11  11226       1.1615      0.12272
79814        1   15888194   15946605    108       8  11226      0.84936      0.19784
84301        1   15908953   16005539    156       8  11226      0.81708      0.20694
6248         1   15951364   15998217     62       6  11226      0.83025       0.2032
23207        1   15975632   16071264    155      13  11226      0.52034      0.30141
284723       1   16027721   16077884     91      13  11226      0.59842      0.27478
388595       1   16033987   16084292     90      14  11226      0.93682      0.17443
54751        1   16048107   16123089     94      22  11226       1.5561     0.059845
440567       1   16123657   16169194    108       9  11226      0.40746      0.34183
23013        1   16139359   16276951    156      21  11226       0.6289      0.26471
7709         1   16258364   16337627    125      20  11226      0.27424      0.39195
101928566    1   16267626   16333701    110      18  11226      0.40483       0.3428
149563       1   16295731   16343184     99      16  11226     -0.11113      0.54424
1187         1   16313486   16370548    148      21  11226     -0.53641      0.70416
27129        1   16330523   16381084    124      19  11226     -0.86499      0.80648
1188         1   16335231   16393821    144      22  11226     -0.68954      0.75476
348487       1   16374264   16435127    129      18  11226      0.56877      0.28476
1969         1   16440832   16517582     62      17  11226     -0.69251      0.75569
128272       1   16514599   16574104     81      11  11226      0.49198      0.31137
101927546    1   16541343   16588528     57       8  11226     -0.24976      0.59861
79363        1   16548182   16598659     69       8  11226      -0.6126      0.72993
54455        1   16563339   16713965    177      16  11226     -0.80799      0.79045
26099        1   16658525   16734643     94      12  11226      -1.4366      0.92459
374955       1   16712101   16798919    136      23  11226      -1.3878       0.9174
55707        1   16732167   16796585     99      18  11226     -0.83788      0.79895
100133301    1   16830561   16876198     15       4  11226     -0.55748       0.7114
729574       1   16964498   17010007      8       3  11226     -0.36111      0.64099
9696         1   17213445   17309474     72      12  11226      -1.3751      0.91545
4237         1   17290997   17343081     55      13  11226      -1.0066      0.84294
23400        1   17302453   17373467     88      15  11226     -0.70137      0.75846
6390         1   17335217   17415665    148      14  11226     -0.75712      0.77551
11240        1   17383256   17480948    171      24  11226     -0.79921      0.78791
29943        1   17496621   17582501    234      42  11226     0.041128       0.4836
51702        1   17540593   17620728    223      41  11226      0.49728      0.30949
23569        1   17599690   17700495    240      37  11226      0.18277      0.42749
353238       1   17663741   17738195    197      30  11226     -0.55567      0.71078
55920        1   17723251   17801250    113      18  11226    -0.071174      0.52837
55160        1   17811693   18034370    309      53  11226      0.38971      0.34838
81569        1   18046808   18163558    183      31  11226     -0.65462      0.74364
84966        1   18399240   18714977    628     118  11226       1.8568     0.031672
127707       1   18772424   18822540    102      24  11226       1.1459      0.12592
5081         1   18922500   19085360    292      56  11226      0.24792       0.4021
80834        1   19156093   19221155    190      37  11226       2.5172    0.0059144
8659         1   19187924   19264293    182      31  11226       2.2052     0.013722
126917       1   19220774   19317826    182      29  11226       1.6427     0.050221
23352        1   19391000   19571812    185      20  11226      0.50394      0.30715
23065        1   19532158   19613053    185      14  11226      0.71746      0.23654
51154        1   19543075   19596622    115      14  11226      0.41936      0.33748
22977        1   19599057   19650280    107      14  11226      0.58766      0.27838
54896        1   19603740   19668925    133      21  11226     0.026809      0.48931
8574         1   19619202   19673640    109      17  11226     -0.56974      0.71557
832          1   19655267   19847066    380      31  11226     -0.17688       0.5702
440574       1   19888471   19966315    132      15  11226     -0.21203      0.58396
100532736    1   19888471   19994949    186      25  11226     -0.58895      0.72205
4681         1   19934723   19994949     99      22  11226     -0.95476      0.83015
3362         1   19956780   20016055    107      22  11226      -1.3889      0.91757
255104       1   19998706   20161424    345      56  11226     -0.41907      0.66242
54546        1   20130522   20176771    117      32  11226     -0.39861      0.65491
23252        1   20173356   20249438    159      25  11226     -0.54819      0.70822
30814        1   20236800   20285110     95      20  11226       1.8364     0.033149
5320         1   20291924   20341932     94      23  11226      0.70778      0.23954
5322         1   20351157   20428394    128      24  11226      0.49553      0.31011
26279        1   20429143   20481059     84      30  11226      0.58728      0.27851
64600        1   20430823   20486879     82      30  11226      0.13911      0.44468
127733       1   20477578   20532540     70      18  11226      -1.3669      0.91417
391013       1   20480484   20536687     68      17  11226      -1.3757      0.91555
127731       1   20582412   20691662    202      38  11226     -0.62064      0.73258
55450        1   20798884   20847728     68      14  11226    -0.082707      0.53296
79594        1   20815941   20869674     90      14  11226     0.065464       0.4739
163933       1   20843932   20891513     93      15  11226   -0.0062394      0.50249
978          1   20880444   20955401    160      26  11226     -0.76477       0.7778
65018        1   20924948   20988004    137      16  11226     -0.47803      0.68368
1650         1   20968260   21023037    104      23  11226    -0.040555      0.51617
57576        1   20980475   21079317    179      43  11226       1.7245     0.042309
400745       1   21036225   21094133     94      21  11226       2.1931     0.014149
50809        1   21059170   21148808    101      18  11226       1.8775     0.030223
8672         1   21122785   21538381    475      31  11226       1.5923     0.055661
1889         1   21533740   21707034    325      40  11226      0.14619      0.44189
84224        1   21731583   21821393    138      24  11226      -1.4484      0.92625
249          1   21800475   21914905    236      44  11226      0.20439      0.41902
5909         1   21912708   22031010    246      64  11226       1.5813     0.056902
84196        1   21994791   22144688    324      37  11226      0.58548      0.27911
401944       1   22103758   22161714    111      31  11226      0.70039      0.24184
3339         1   22138737   22298750    296      35  11226       1.8324     0.033449
23436        1   22268418   22325847    118      18  11226       2.2642     0.011782
10136        1   22293149   22349035    110      20  11226       2.5972     0.004699
998          1   22344120   22429439    124      21  11226       1.8531     0.031935
54361        1   22433798   22505474    136      33  11226       2.1035     0.017709
9923         1   22743344   22867650    114      27  11226       1.0169      0.15459
2046         1   22855004   22940087    187      37  11226      -0.4237      0.66411
712          1   22928118   22976175     79      13  11226     -0.62909      0.73535
714          1   22934969   22984603     70      14  11226     -0.22709      0.58982
713          1   22944682   22998130     66      15  11226    -0.066275      0.52642
2048         1   23002263   23251823    293      59  11226      -0.6713      0.74899
646262       1   23269536   23334524     58      17  11226     -0.21273      0.58423
23028        1   23310937   23420184     53      14  11226      0.73117      0.23234
729059       1   23327327   23377343     28       9  11226      0.78616      0.21589
7798         1   23400516   23539301    163      18  11226      0.46507      0.32094
3352         1   23508388   23556222     86      11  11226      0.56624      0.28562
10236        1   23625953   23706143     64      10  11226     -0.58007      0.71907
80818        1   23675941   23731357     69      12  11226     -0.78657      0.78423
6920         1   23697555   23786269     93      18  11226    -0.064108      0.52556
55616        1   23745056   23845750    131      14  11226      -0.4055      0.65744
1870         1   23822920   23892712     65      16  11226      0.39228      0.34742
3399         1   23874421   23921285     38      13  11226      0.97321      0.16522
6135         1   23983269   24032915     49      12  11226       1.3736     0.084787
6924         1   24034856   24098549     42      13  11226      0.26845      0.39418
57095        1   24069876   24124722     21      11  11226       1.2686       0.1023
11313        1   24082275   24132029     17      10  11226       1.1286      0.12953
2582         1   24112089   24162294     19       5  11226      0.56179      0.28713
3155         1   24118367   24200110     56      10  11226      0.75898      0.22393
2517         1   24161567   24229859     89      13  11226      0.92092      0.17855
1269         1   24187005   24320549     86      14  11226      0.99577      0.15968
55629        1   24251301   24299952      3       2  11226      0.23814      0.40589
10772        1   24282935   24341953      1       1  11226      -1.3059       0.9042
127294       1   24372531   24473665    169      35  11226      0.21236      0.41591
58985        1   24436261   24504783    116      22  11226      0.69439      0.24372
163702       1   24470647   24548765    127      28  11226      0.61274      0.27002
57822        1   24610812   24700972    142      31  11226      -2.1375      0.98372
90529        1   24673489   24776587    145      18  11226     -0.49885      0.69106
57185        1   24707245   24809473    122      15  11226     -0.30878      0.62125
11123        1   24793841   24873510    116      18  11226       1.1642      0.12216
400746       1   24847567   24945819    228      36  11226        1.218      0.11162
10250        1   24934594   25009772     59      12  11226      0.46234      0.32192
25932        1   25036760   25180815     87      20  11226     -0.07986      0.53183
864          1   25216002   25326648    143      37  11226     -0.67228       0.7493
25949        1   25538767   25594013     25      13  11226     -0.25923      0.60227
57035        1   25558740   25609010     22      11  11226      0.15308      0.43917
6007         1   25563884   25666936     30      15  11226   0.00050521       0.4998
23585        1   25629789   25698852     18       9  11226      0.56951       0.2845
6006         1   25677853   25782363     56       5  11226      0.73671      0.23065
55219        1   25722388   25836700     69       5  11226      0.64532      0.25936
26119        1   25835071   25905377     85      18  11226      -0.8074      0.79028
57134        1   25908959   26121258    182      30  11226      -1.2745      0.89875
57190        1   26091667   26154713     57      19  11226     -0.76328      0.77735
56181        1   26111397   26169433     53      11  11226     -0.51197      0.69566
79000        1   26148414   26220939     59       7  11226     0.076786       0.4694
164091       1   26177975   26237461     40       9  11226     -0.57193      0.71631
3925         1   26200670   26268368     42       9  11226     -0.28731      0.61306
5051         1   26276258   26361366     79      17  11226       -0.479      0.68403
2134         1   26313266   26372955     52      13  11226     -0.64712      0.74122
7780         1   26354513   26408439     63      10  11226     -0.67364      0.74973
84676        1   26367792   26429142     79       8  11226     -0.60505      0.72743
149420       1   26402656   26462039     89       4  11226     -0.98623      0.83799
79927        1   26450511   26499119     55      10  11226      -0.2779      0.60946
51042        1   26461388   26507364     55      13  11226     -0.15444      0.56137
10256        1   26468981   26526375     91      17  11226      0.10936      0.45646
378807       1   26482119   26539033     99      19  11226      0.12851      0.44887
64793        1   26525644   26615529    171      16  11226       -0.747      0.77247
83442        1   26571213   26618013     76       9  11226      -1.2677      0.89754
91544        1   26598773   26679756    141      17  11226      -1.5775      0.94266
1043         1   26609411   26657014     82      11  11226      -1.2218       0.8891
55057        1   26638350   26715621    138      21  11226     -0.34287      0.63415
257101       1   26678125   26736023     92      19  11226      0.43471      0.33189
79727        1   26702269   26766219     74      17  11226      0.84484       0.1991
79947        1   26723773   26807797     79      19  11226    -0.092109      0.53669
3151         1   26763902   26813133     44      13  11226       0.2288      0.40951
6195         1   26821249   26911520     87      21  11226      0.85778      0.19551
8289         1   26987522   27118601    118       9  11226      0.87915      0.18966
101928728    1   27008623   27057896     53       5  11226      0.92981      0.17623
55650        1   27078739   27134894     51       9  11226      0.75964      0.22374
84243        1   27118201   27194092     68       9  11226      0.31193      0.37755
2810         1   27154633   27200947     41       5  11226     0.098274      0.46086
54707        1   27195872   27251869     58       8  11226      0.12994      0.44831
63906        1   27206979   27261962     58       9  11226      0.54914      0.29146
10726        1   27213187   27283362     71      11  11226      0.74226      0.22896
8431         1   27227975   27275567     52       9  11226      0.90814       0.1819
126695       1   27266047   27321901     46       7  11226       1.0117      0.15584
388610       1   27285189   27337377     37       6  11226       1.0037      0.15776
115572       1   27321511   27374333     39      11  11226      0.62959      0.26448
6548         1   27415300   27516621    100       6  11226      -1.4871      0.93151
23038        1   27526007   27645124    117      15  11226     -0.35443      0.63849
84065        1   27613636   27672891     71      14  11226    -0.017007      0.50678
84958        1   27633483   27690423     93      17  11226      0.20493      0.41881
9064         1   27671670   27728558     57      14  11226      0.71424      0.23754
2827         1   27684148   27732318     39       9  11226      0.77878      0.21806
8547         1   27685601   27736315     40       9  11226      0.76256      0.22286
388611       1   27695596   27744823     34       6  11226      0.58653      0.27876
10163        1   27720734   27851678    125      15  11226      0.28064      0.38949
27245        1   27850756   27965463     94      16  11226        1.181       0.1188
2268         1   27928800   27996727     73      16  11226      0.48927      0.31233
2537         1   27982572   28033724     50      11  11226      0.42972       0.3337
199870       1   28017490   28099426     83       7  11226       0.2105      0.41664
23673        1   28064694   28160963     80       9  11226      0.30237      0.38118
5511         1   28122252   28188183     43       7  11226     -0.93267       0.8245
9473         1   28164055   28223196     66      15  11226      0.26891        0.394
6118         1   28208035   28276255     96      11  11226    -0.070703      0.52818
27293        1   28226456   28295663     98      13  11226     -0.45237       0.6745
55113        1   28251504   28304604     80      13  11226     -0.60109      0.72611
2140         1   28286855   28450173    192      29  11226    -0.036275      0.51447
5724         1   28463677   28555447    104      14  11226     -0.38391      0.64948
22826        1   28516789   28594542    138      15  11226     -0.72119       0.7646
93974        1   28527602   28574616     84      11  11226     -0.83593       0.7984
83667        1   28550963   28619002    107      16  11226      0.11326      0.45491
54797        1   28620513   28672478     47      12  11226       1.5903     0.055879
65979        1   28661093   28836881    308      11  11226        1.554     0.060094
1104         1   28797455   28875708    115       9  11226       1.9895     0.023322
54952        1   28844529   28915057     79      14  11226      0.82201      0.20554
115273       1   28883712   28931098     45      11  11226      0.60734      0.27181
6883         1   28919608   29010416     65      12  11226      0.40983      0.34097
10691        1   28960234   29052115     52      14  11226      0.64233      0.26033
51441        1   29028133   29106287     48      12  11226       1.2306      0.10923
4985         1   29103654   29200208    147      24  11226      0.18229      0.42768
2035         1   29178603   29456558    277      25  11226       1.6036     0.054399
399474       1   29435937   29485421     77      16  11226        1.021      0.15362
6429         1   29464250   29543637    106      19  11226      0.73507      0.23115
51102        1   29509385   29592460    110      20  11226      0.86682      0.19302
10076        1   29528028   29663325    188      35  11226      0.60934      0.27115
4146         1   31174124   31231432    108      20  11226       1.2327      0.10884
7805         1   31195315   31265683    105      31  11226       1.9514     0.025502
9672         1   31332313   31416480     92      31  11226       1.6789      0.04659
9698         1   31394353   31573838    185      21  11226       1.8098      0.03516
79570        1   31642592   31747734    152      17  11226      0.69612      0.24318
9410         1   31722415   31804644    117      10  11226      0.57923      0.28122
51538        1   31734832   31848569    159      13  11226      0.63408      0.26301
2170         1   31828100   31880923     96      10  11226       1.2159      0.11202
347735       1   31847412   31917527    127      14  11226       1.0064      0.15711
64129        1   32007086   32063290     89      24  11226     -0.23695      0.59365
3061         1   32048290   32103214     48       9  11226      0.12764      0.44922
553115       1   32085463   32145838     67      11  11226      0.62317      0.26659
1307         1   32107848   32204768     99      21  11226      0.50085      0.30824
576          1   32182718   32265494     45      11  11226       1.1566      0.12373
90853        1   32246023   32316630     80      18  11226    -0.042437      0.51692
8073         1   32362022   32438988     77      17  11226     -0.17455      0.56928
10657        1   32444295   32536460     66      10  11226     -0.99267      0.83957
55116        1   32503503   32578467     50      14  11226    -0.048431      0.51931
23633        1   32538644   32652169     85      12  11226      0.53527      0.29623
200081       1   32610293   32673886     43       8  11226      0.60653      0.27208
79140        1   32631202   32680991     38       8  11226      0.57918      0.28123
55721        1   32636236   32684288     40       9  11226      0.52241      0.30069
149069       1   32639695   32691797     44       7  11226      0.67939      0.24845
8668         1   32652971   32707205     52       6  11226      0.87675      0.19031
56063        1   32670040   32722954     52       7  11226       0.9595      0.16865
84734        1   32677818   32724461     48       7  11226      0.98719      0.16178
3932         1   32681840   32761766     65      13  11226       0.7753      0.21908
3065         1   32722708   32809227     42      22  11226      -1.0322      0.84901
81629        1   32783365   32840098     22      15  11226     -0.80724      0.79023
65108        1   32789430   32836840     18      12  11226     -0.43228      0.66723
100128071    1   32816871   32862844     20      12  11226     -0.15349      0.56099
55108        1   32820704   32895062     39      20  11226     -0.71015      0.76119
728116       1   32895658   32963460     69       7  11226     -0.11078       0.5441
653121       1   32969772   33081542    177      11  11226      0.89501      0.18539
339487       1   33076421   33151565     89       6  11226       1.0701      0.14228
5928         1   33081749   33161812     97       6  11226       1.0401      0.14914
81493        1   33135507   33203361     75       8  11226      0.85682      0.19577
57648        1   33172492   33250571     68      15  11226      0.46451      0.32114
8565         1   33230840   33318633     66      10  11226      0.57169      0.28377
64766        1   33247368   33334480     66      11  11226      0.55175      0.29056
3208         1   33316688   33370247     37      12  11226     -0.62989      0.73562
252995       1   33317869   33373093     35      12  11226     -0.82351      0.79489
113452       1   33350196   33402041     38      11  11226      -1.4034      0.91975
127544       1   33392050   33465467     74      12  11226     -0.97504      0.83523
204          1   33463541   33537512     71      13  11226      -0.3104      0.62187
113451       1   33511711   33596132     73      15  11226     -0.45352      0.67491
55223        1   33601000   33682671     73       8  11226      -1.5832      0.94331
149076       1   33686908   33776321     87      16  11226     -0.27496      0.60833
127550       1   33762367   33821699     81      19  11226        0.818      0.20668
1912         1   33779224   33876194    150      23  11226      0.57517      0.28259
7579         1   33903232   33972105     93      20  11226     0.074935      0.47013
114784       1   33969609   34666443   1069     169  11226      -1.6543      0.95097
127540       1   34291076   34340392     44      11  11226     -0.83141      0.79713
84970        1   34597624   34694732    172      36  11226    -0.047014      0.51875
2709         1   35185648   35234113     93      28  11226      0.53789      0.29533
127534       1   35190342   35239325    100      28  11226      0.33106       0.3703
2707         1   35211790   35261967    113      27  11226      0.16752      0.43348
2701         1   35223559   35271351    113      23  11226     -0.36074      0.64085
113444       1   35305963   35360417     70      23  11226      -3.1361      0.99914
58512        1   35321037   35426083     86      27  11226       -1.263       0.8967
100506144    1   35437127   35485948     35       4  11226     -0.28263      0.61127
9204         1   35441766   35532569     66       7  11226     -0.74116       0.7707
79830        1   35490387   35591460     57      11  11226      -1.0662      0.85684
6421         1   35631981   35693766     43      12  11226       1.0054      0.15735
9202         1   35699444   35897545    113      23  11226       0.3018       0.3814
79932        1   35889091   36058037     86      21  11226     -0.47493      0.68258
23154        1   35988311   36042380     27       9  11226     -0.51942      0.69827
339488       1   36003971   36070929     28      11  11226     -0.84014      0.79959
