# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
1855         1    1220658    1334509    317      16  36989     -0.63822    1.1102e-15     -0.63822
54587        1    1238071    1347183    315      15  36989     -0.51583    1.1102e-15     -0.51583
54998        1    1259110    1360818    323      14  36989     -0.55111    1.1102e-15     -0.55111
81669        1    1271091    1384718    352      18  36989      -0.6809    1.1102e-15      -0.6809
55052        1    1287276    1392693    340      19  36989      -0.7468    1.1102e-15      -0.7468
441869       1    1303800    1406824    299      20  36989     -0.85305    1.1102e-15     -0.85305
643965       1    1311508    1413167    264      19  36989     -0.85029    1.1102e-15     -0.85029
64856        1    1320903    1428262    298      21  36989     -0.86056    1.1102e-15     -0.86056
219293       1    1328152    1455538    366      25  36989     -0.70331    1.1102e-15     -0.70331
83858        1    1357139    1494852    404      27  36989      -0.4812    1.1657e-15      -0.4812
55210        1    1397523    1520067    362      23  36989     -0.13238     1.138e-15     -0.13238
339453       1    1420158    1525740    315      20  36989     0.054186    1.1519e-15     0.054186
29101        1    1427053    1560262    284      20  36989       0.1128    1.1519e-15       0.1128
643988       1    1483388    1585476    125      12  36989      0.42349    1.1657e-15      0.42349
142678       1    1500795    1615990     79       9  36989      0.27088    1.1657e-15      0.27088
8510         1    1517060    1620030     13       3  36989      0.13458     1.138e-15      0.13458
984          1    1521100    1640473     18       3  36989      0.22244     1.138e-15      0.22244
728661       1    1541486    1674243     89       8  36989     -0.50572    1.1102e-15     -0.50572
728642       1    1583822    1705999    145      12  36989       -0.755    1.1102e-15       -0.755
9906         1    1606277    1727438    169      14  36989     -0.61213    1.1102e-15     -0.61213
65220        1    1632671    1761508    199      16  36989     -0.55187    1.1102e-15     -0.55187
2782         1    1666725    1872552    346      15  36989     -0.20145     1.138e-15     -0.20145
163688       1    1796266    1898733    261      14  36989       0.6862    1.1102e-15       0.6862
339456       1    1799029    1900740    279      15  36989      0.65547    1.1102e-15      0.65547
85452        1    1803390    1985276    419      26  36989      0.61479    1.1102e-15      0.61479
2563         1    1900768    2012192    239      27  36989     -0.38571    1.1657e-15     -0.38571
5590         1    1931909    2166834    565      34  36989       1.8952    1.1102e-15       1.8952
100506504    1    2063250    2165812    241      24  36989       2.4464    1.3323e-15       2.4464
199990       1    2065899    2194159    315      24  36989       2.1935    1.3323e-15       2.1935
6497         1    2110134    2291652    588      69  36989      0.89004    1.1102e-15      0.89004
79906        1    2201719    2373190    646      85  36989       1.4664    1.1102e-15       1.4664
11079        1    2273214    2386883    431      67  36989       2.9788    1.3323e-15       2.9788
5192         1    2286241    2394010    390      62  36989       3.2565    1.3323e-15       3.2565
9651         1    2357754    2486964    394      47  36989       3.5435    1.3323e-15       3.5435
55229        1    2389975    2508061    329      33  36989        2.292    1.3323e-15        2.292
388585       1    2410184    2511684    270      25  36989     0.077069    1.1519e-15     0.077069
8764         1    2437291    2545268    324      21  36989       1.4268    1.1102e-15       1.4268
127281       1    2467899    2572908    307      13  36989       1.8578    1.1102e-15       1.8578
79258        1    2472078    2614499    313      14  36989       1.9334    1.1102e-15       1.9334
100287898    1    2522807    2756230    388      19  36989       1.8911    1.1102e-15       1.8911
140625       1    2888046    2989467    372      15  36989     -0.74437    1.1102e-15     -0.74437
63976        1    2935565    3405185   1728     162  36989      0.51613    1.1102e-15      0.51613
27237        1    3321147    3447677    461      43  36989      -1.2294    1.1102e-15      -1.2294
1953         1    3354506    3578059    746      78  36989      -1.6116    1.1102e-15      -1.6116
127262       1    3491556    3596695    371      46  36989     -0.68778    1.1102e-15     -0.68778
49856        1    3497331    3616671    408      54  36989     -0.44532    1.1657e-15     -0.44532
7161         1    3519129    3702765    627      78  36989      -1.1884    1.1102e-15      -1.1884
148870       1    3618965    3738209    476      49  36989       -2.986    1.3323e-15       -2.986
388588       1    3639352    3742546    439      37  36989      -2.6195    1.3323e-15      -2.6195
57470        1    3646784    3763068    544      31  36989      -2.6284    1.3323e-15      -2.6284
9731         1    3678645    3823797    775      34  36989      -3.1139    1.3323e-15      -3.1139
1677         1    3723845    3851993    605      36  36989       -2.785    1.3323e-15       -2.785
339448       1    3755697    3866857    422      37  36989      -2.7498    1.3323e-15      -2.7498
55966        1    4665105    4893851   1036     109  36989     -0.32614    1.1657e-15     -0.32614
261734       1    5872870    6102618    772      43  36989     -0.89399    1.1102e-15     -0.89399
8514         1    6002358    6211253    643      64  36989      -1.3869    1.1102e-15      -1.3869
26038        1    6111847    6290194    503      52  36989       -1.669    1.1102e-15       -1.669
6146         1    6195080    6309679    315      37  36989      -1.6275    1.1102e-15      -1.6275
388591       1    6216189    6331359    271      28  36989      -1.1565    1.1102e-15      -1.1565
23463        1    6231253    6346044    263      31  36989      -1.2314    1.1102e-15      -1.2314
390992       1    6254252    6355638    234      34  36989      -1.1721    1.1102e-15      -1.1721
387509       1    6257406    6371035    274      31  36989      -1.1355    1.1102e-15      -1.1355
11332        1    6274332    6503826    711      33  36989     -0.59548    1.1102e-15     -0.59548
54626        1    6425292    6534724    324      17  36989       0.9259    1.1102e-15       0.9259
83715        1    6434836    6571004    383      26  36989       1.2805    1.1102e-15       1.2805
8718         1    6470787    6577432    282      28  36989        1.823    1.1102e-15        1.823
57449        1    6476152    6630121    439      32  36989      0.89699    1.1102e-15      0.89699
79707        1    6531407    6664658    357      18  36989      0.57938    1.1102e-15      0.57938
80835        1    6564987    6689817    329      26  36989       1.1665    1.1102e-15       1.1665
3104         1    6590051    6699340    279      24  36989       1.8844    1.1102e-15       1.8844
9903         1    6600784    6712958    276      26  36989        2.197    1.3323e-15        2.197
148479       1    6623756    6734093    244      29  36989       2.8874    1.3323e-15       2.8874
90326        1    6634925    6745646    232      25  36989       3.0822    1.3323e-15       3.0822
55735        1    6644228    6811966    395      26  36989       3.3789    1.3323e-15       3.3789
23261        1    6795384    7879766   3155     205  36989      -1.8326    1.1102e-15      -1.8326
9341         1    7781329    7891492    347      33  36989       0.1959     1.138e-15       0.1959
8863         1    7794413    7955241    615      39  36989     -0.15178     1.138e-15     -0.15178
10911        1    7857672    7963551    483      40  36989     -0.66463    1.1102e-15     -0.66463
3604         1    7925931    8053225    369      32  36989     -0.52076    1.1102e-15     -0.52076
11315        1    7971714    8095342    216      20  36989      -0.6992    1.1102e-15      -0.6992
54206        1    8021779    8136393    179      13  36989     -0.46187    1.1657e-15     -0.46187
50651        1    8328171    8454227    311      32  36989       5.1691    8.8818e-16       5.1691
473          1    8362464    8927699    959      31  36989       3.5024    1.3323e-15       3.5024
2023         1    8871059    8989151    270      25  36989       1.6414    1.1102e-15       1.6414
765          1    8955893    9085151    461      79  36989      0.83463    1.1102e-15      0.83463
155184       1    9013359    9136404    432      66  36989      -2.1416    1.3323e-15      -2.1416
6518         1    9047005    9181763    477      48  36989      -1.8462    1.1102e-15      -1.8462
80045        1    9113472    9239229    389      36  36989     -0.99819    1.1102e-15     -0.99819
9563         1    9244822    9381396    556      57  36989     -0.08044    1.1519e-15     -0.08044
80176        1    9285202    9479591    753      97  36989     -0.15845     1.138e-15     -0.15845
84275        1    9549528    9692831    222      24  36989      -1.2787    1.1102e-15      -1.2787
199953       1    9598932    9724935    215      24  36989     -0.63534    1.1102e-15     -0.63534
5293         1    9661789    9839172    289      36  36989     -0.47745    1.1657e-15     -0.47745
22883        1    9739079    9934550    302      30  36989   -0.0088105    1.1484e-15   -0.0088105
56998        1    9858334   10020316    280      32  36989      0.17881     1.138e-15      0.17881
84328        1    9932168   10053460    196      25  36989     -0.55131    1.1102e-15     -0.55131
64802        1    9953486   10095556    253      19  36989     -0.54356    1.1102e-15     -0.54356
116362       1   10007255   10126078    213      18  36989      -0.5315    1.1102e-15      -0.5315
10277        1   10043041   10291297    594      24  36989     -0.23066     1.138e-15     -0.23066
23095        1   10220606   10491664    861      25  36989      0.14043     1.138e-15      0.14043
5226         1   10408884   10530565    325      23  36989    -0.078912    1.1519e-15    -0.078912
378708       1   10439944   10560239    286      21  36989     -0.39836    1.1657e-15     -0.39836
100526739    1   10440159   10562060    293      21  36989     -0.39783    1.1657e-15     -0.39783
1325         1   10459776   10562060    240      23  36989     -0.62455    1.1102e-15     -0.62455
1676         1   10470588   10582613    270      17  36989      -0.6078    1.1102e-15      -0.6078
5195         1   10485003   10740815    657      46  36989      -1.7418    1.1102e-15      -1.7418
54897        1   10646661   10906733    673      98  36989      -1.7687    1.1102e-15      -1.7687
148345       1   10956530   11092094    392      47  36989      0.23199     1.138e-15      0.23199
23435        1   11022462   11135549    289      21  36989       0.1916     1.138e-15       0.1916
10747        1   11036580   11157296    297      19  36989      0.25961    1.1657e-15      0.25961
6723         1   11064649   11170091    249      12  36989     -0.35569    1.1657e-15     -0.35569
5394         1   11076675   11209961    294       9  36989     -0.58704    1.1102e-15     -0.58704
2475         1   11116588   11372614    521      11  36989     -0.93505    1.1102e-15     -0.93505
10218        1   11199346   11306038    217       9  36989      -1.4091    1.1102e-15      -1.4091
29914        1   11283255   11398491    228      18  36989     -0.21244     1.138e-15     -0.21244
57540        1   11489295   11647640    489      32  36989      0.65718    1.1102e-15      0.65718
26232        1   11657924   11764888    329      44  36989    -0.088447    1.1519e-15    -0.088447
93611        1   11664432   11773384    349      48  36989      0.06935    1.1519e-15      0.06935
26270        1   11674150   11784411    345      50  36989      0.19763     1.138e-15      0.19763
10459        1   11684537   11801678    354      57  36989      0.29117    1.1657e-15      0.29117
374946       1   11701781   11830336    376      61  36989     0.052019    1.1519e-15     0.052019
57085        1   11746142   11860828    408      51  36989      0.30138    1.1657e-15      0.30138
284498       1   11773827   11899642    509      27  36989      0.28008    1.1657e-15      0.28008
4524         1   11795787   11916160    528      22  36989      0.25576    1.1657e-15      0.25576
1185         1   11816153   11953201    632      29  36989      0.62108    1.1102e-15      0.62108
4878         1   11855766   11957840    484      32  36989      0.83651    1.1102e-15      0.83651
4879         1   11867521   11968992    488      34  36989      0.89249    1.1102e-15      0.89249
90231        1   11929645   12036485    403      25  36989      0.94092    1.1102e-15      0.94092
5351         1   11944724   12085599    465      29  36989      0.65037    1.1102e-15      0.65037
9927         1   11990238   12123572    317      26  36989      0.80352    1.1102e-15      0.80352
60672        1   12029299   12142106    250      32  36989      0.89014    1.1102e-15      0.89014
943          1   12073434   12254264    465      69  36989      0.87322    1.1102e-15      0.87322
7133         1   12177044   12319279    411      55  36989      -1.1426    1.1102e-15      -1.1426
55187        1   12240101   12622099    919      44  36989      -2.9279    1.3323e-15      -2.9279
9249         1   12577939   12727820    551      51  36989      -1.3624    1.1102e-15      -1.3624
343066       1   12654566   12777097    345      35  36989     -0.72105    1.1102e-15     -0.72105
126767       1   12726118   12838726    306      21  36989     -0.86772    1.1102e-15     -0.86772
93190        1   12756163   12871102    428      29  36989      -1.7874    1.1102e-15      -1.7874
390999       1   12784984   12888049    396      26  36989      -2.3489    1.3323e-15      -2.3489
65121        1   12801546   12906777    356      25  36989      -2.3977    1.3323e-15      -2.3977
440560       1   12834468   12941264    324      21  36989      -2.1373    1.3323e-15      -2.1373
343069       1   12857261   12958578    278      18  36989       -1.975    1.1102e-15       -1.975
65122        1   12866941   12971764    208      17  36989      -1.6025    1.1102e-15      -1.6025
400735       1   12889033   12996025     84       4  36989     -0.69465    1.1102e-15     -0.69465
343071       1   12902727   13008094     70       2  36989     -0.33114    1.1657e-15     -0.33114
441873       1   13090447   13195000      1       1  36989     -0.26198    1.1657e-15     -0.26198
440563       1   13132960   13234326      1       1  36989     -0.26198    1.1657e-15     -0.26198
645359       1   13166688   13269898      1       1  36989     -0.26198    1.1657e-15     -0.26198
645425       1   13686907   13797803    100      13  36989      -1.2019    1.1102e-15      -1.2019
126755       1   13751445   13890242    501      61  36989      -1.5432    1.1102e-15      -1.5432
10630        1   13860252   13994452    539      57  36989      -1.3346    1.1102e-15      -1.3346
7799         1   13976714   14201574    731      41  36989     0.060148    1.1519e-15     0.060148
23254        1   14169646   15494544   5043     341  36989      -0.6603    1.1102e-15      -0.6603
55092        1   15429028   15596974    885      49  36989      -1.1172    1.1102e-15      -1.1172
727684       1   15440692   15548120    531      30  36989       -1.155    1.1102e-15       -1.155
114827       1   15523730   15774767    907      91  36989     -0.65904    1.1102e-15     -0.65904
79180        1   15686391   15806839    379      53  36989     -0.32499    1.1657e-15     -0.32499
11330        1   15714938   15823153    343      53  36989     -0.96966    1.1102e-15     -0.96966
63036        1   15733223   15848586    380      45  36989      -1.2553    1.1102e-15      -1.2553
51032        1   15752596   15867895    376      33  36989      -1.4356    1.1102e-15      -1.4356
842          1   15767896   15901407    418      29  36989      -1.2228    1.1102e-15      -1.2228
23341        1   15803343   15948228    507      13  36989     -0.55359    1.1102e-15     -0.55359
79814        1   15848194   15961605    389      14  36989     -0.29198    1.1657e-15     -0.29198
84301        1   15893953   16045539    486      14  36989     -0.11649    1.1519e-15     -0.11649
6248         1   15936364   16038217    248      12  36989    -0.014821    1.1484e-15    -0.014821
23207        1   15960632   16111264    383      29  36989     -0.80402    1.1102e-15     -0.80402
284723       1   16012721   16117884    291      30  36989      -1.6401    1.1102e-15      -1.6401
388595       1   16018987   16124292    293      30  36989      -1.6945    1.1102e-15      -1.6945
54751        1   16033107   16163089    468      44  36989     -0.49976    1.1657e-15     -0.49976
440567       1   16083657   16184194    359      27  36989     -0.14035     1.138e-15     -0.14035
23013        1   16124359   16316951    490      27  36989    -0.034631    1.1519e-15    -0.034631
7709         1   16218364   16352627    389      22  36989     -0.85497    1.1102e-15     -0.85497
101928566    1   16252626   16373701    483      27  36989     -0.49168    1.1657e-15     -0.49168
149563       1   16280731   16383184    526      28  36989      -0.6794    1.1102e-15      -0.6794
27129        1   16290523   16396084    583      31  36989     -0.74026    1.1102e-15     -0.74026
1187         1   16298486   16410548    605      33  36989     -0.74852    1.1102e-15     -0.74852
1188         1   16320231   16433821    657      37  36989     -0.72472    1.1102e-15     -0.72472
348487       1   16334264   16450127    604      36  36989     -0.43842    1.1657e-15     -0.43842
1969         1   16400832   16532582    395      29  36989     -0.13167     1.138e-15     -0.13167
128272       1   16474599   16589104    292      19  36989      0.98222    1.1102e-15      0.98222
101927546    1   16501343   16603528    263      14  36989       1.2627    1.1102e-15       1.2627
79363        1   16508182   16613659    269      15  36989        1.381    1.1102e-15        1.381
54455        1   16523339   16728965    455      18  36989       1.5413    1.1102e-15       1.5413
26099        1   16643525   16774643    319      25  36989       1.2172    1.1102e-15       1.2172
374955       1   16672101   16813919    381      34  36989       1.4149    1.1102e-15       1.4149
55707        1   16717167   16836585    328      29  36989          1.3    1.1102e-15          1.3
100133301    1   16815561   16916198     97      11  36989       1.0683    1.1102e-15       1.0683
55672        1   16838922   16990100     44       6  36989      0.74556    1.1102e-15      0.74556
729574       1   16949498   17050007     10       2  36989       1.7175    1.1102e-15       1.7175
729587       1   17010447   17110956      1       1  36989       1.9534    1.1102e-15       1.9534
9696         1   17198445   17349474    269      23  36989       0.6346    1.1102e-15       0.6346
4237         1   17250997   17358081    233      29  36989      0.94289    1.1102e-15      0.94289
23400        1   17262453   17388467    320      25  36989       1.5287    1.1102e-15       1.5287
6390         1   17295217   17430665    493      25  36989       1.7201    1.1102e-15       1.7201
11240        1   17343256   17495948    597      34  36989       1.3742    1.1102e-15       1.3742
29943        1   17481621   17622501    598      58  36989      0.40074    1.1657e-15      0.40074
51702        1   17525593   17660728    628      54  36989     0.053131    1.1519e-15     0.053131
23569        1   17584690   17740495    796      47  36989     -0.84225    1.1102e-15     -0.84225
353238       1   17648741   17778195    583      35  36989     -0.34498    1.1657e-15     -0.34498
55920        1   17683251   17816250    491      29  36989     -0.40618    1.1657e-15     -0.40618
55160        1   17796693   18074370    632      55  36989      -1.7754    1.1102e-15      -1.7754
81569        1   18031808   18203558    476      51  36989      -1.7917    1.1102e-15      -1.7917
84966        1   18384240   18754977   1354     154  36989       1.6409    1.1102e-15       1.6409
127707       1   18757424   18862540    490      55  36989       1.0449    1.1102e-15       1.0449
5081         1   18907500   19125360    703      85  36989     -0.42537    1.1657e-15     -0.42537
80834        1   19116093   19236155    639      59  36989      -0.6993    1.1102e-15      -0.6993
8659         1   19147924   19279293    657      75  36989     -0.52139    1.1102e-15     -0.52139
126917       1   19180774   19332826    708      57  36989     -0.45932    1.1657e-15     -0.45932
23352        1   19351000   19586812    629      30  36989     -0.85143    1.1102e-15     -0.85143
23065        1   19492158   19628053    450      28  36989     -0.15947     1.138e-15     -0.15947
51154        1   19528075   19636622    397      25  36989    -0.010928    1.1484e-15    -0.010928
22977        1   19559057   19665280    459      34  36989     0.011694    1.1484e-15     0.011694
8574         1   19579202   19688640    469      39  36989     -0.16935     1.138e-15     -0.16935
54896        1   19588740   19708925    474      39  36989    -0.043343    1.1519e-15    -0.043343
832          1   19615267   19862066    870      44  36989      0.27177    1.1657e-15      0.27177
440574       1   19873471   20006315    444      39  36989      0.24097     1.138e-15      0.24097
100532736    1   19873471   20034949    563      41  36989     0.090504    1.1519e-15     0.090504
4681         1   19919723   20034949    377      40  36989      0.18866     1.138e-15      0.18866
3362         1   19941780   20056055    372      39  36989     0.038811    1.1519e-15     0.038811
255104       1   19958706   20176424    774      84  36989     -0.99933    1.1102e-15     -0.99933
54546        1   20090522   20191771    432      56  36989      -1.3509    1.1102e-15      -1.3509
23252        1   20158356   20289438    451      39  36989      -0.8993    1.1102e-15      -0.8993
30814        1   20196800   20300110    340      36  36989      -1.2275    1.1102e-15      -1.2275
5320         1   20251924   20356932    355      43  36989      -1.2579    1.1102e-15      -1.2579
5322         1   20336157   20468394    412      45  36989     -0.60138    1.1102e-15     -0.60138
26279        1   20389143   20496059    326      58  36989     -0.36149    1.1657e-15     -0.36149
64600        1   20415823   20526879    291      61  36989     -0.52046    1.1102e-15     -0.52046
391013       1   20440484   20551687    263      42  36989     -0.87761    1.1102e-15     -0.87761
127733       1   20462578   20572540    268      36  36989     -0.80844    1.1102e-15     -0.80844
127731       1   20567412   20731662    581      44  36989      0.23977     1.138e-15      0.23977
55450        1   20758884   20862728    240      36  36989      0.43688    1.1657e-15      0.43688
79594        1   20775941   20884674    292      26  36989      0.33869    1.1657e-15      0.33869
163933       1   20828932   20931513    439      43  36989     -0.40514    1.1657e-15     -0.40514
978          1   20865444   20995401    592      34  36989      -1.4515    1.1102e-15      -1.4515
65018        1   20909948   21028004    468      36  36989       -3.217    1.3323e-15       -3.217
1650         1   20928260   21038037    431      42  36989       -1.886    1.1102e-15       -1.886
57576        1   20940475   21094317    538      47  36989      0.52316    1.1102e-15      0.52316
400745       1   20996225   21109133    346      38  36989       1.3321    1.1102e-15       1.3321
50809        1   21019170   21163808    350      27  36989       1.7524    1.1102e-15       1.7524
8672         1   21082785   21553381    916      23  36989        1.718    1.1102e-15        1.718
1889         1   21493740   21722034    673      52  36989    -0.079131    1.1519e-15    -0.079131
84224        1   21716583   21861393    532      46  36989     -0.51326    1.1102e-15     -0.51326
249          1   21785475   21954905    681      65  36989      -1.0772    1.1102e-15      -1.0772
5909         1   21872708   22046010    676      79  36989      0.30935    1.1657e-15      0.30935
84196        1   21954791   22159688    719      60  36989        1.136    1.1102e-15        1.136
401944       1   22088758   22201714    412      51  36989      0.65563    1.1102e-15      0.65563
3339         1   22098737   22313750    934      63  36989     -0.63291    1.1102e-15     -0.63291
23436        1   22253418   22365847    726      39  36989  -0.00046833    1.1488e-15  -0.00046833
10136        1   22278149   22389035    708      41  36989      0.31167    1.1657e-15      0.31167
998          1   22329120   22469439    529      29  36989       1.9162    1.1102e-15       1.9162
54361        1   22393798   22520474    438      45  36989       1.0179    1.1102e-15       1.0179
9923         1   22728344   22907650    406      51  36989      -1.9869    1.1102e-15      -1.9869
2046         1   22840004   22980087    460      54  36989      -1.5877    1.1102e-15      -1.5877
712          1   22913118   23016175    335      29  36989      -1.5241    1.1102e-15      -1.5241
714          1   22919969   23024603    329      28  36989      -1.5638    1.1102e-15      -1.5638
713          1   22929682   23038130    306      29  36989      -1.1938    1.1102e-15      -1.1938
2048         1   22987263   23291823    679      83  36989     -0.61607    1.1102e-15     -0.61607
646262       1   23229536   23349524    254      22  36989      -1.2196    1.1102e-15      -1.2196
729059       1   23287327   23392343    169      12  36989     -0.69916    1.1102e-15     -0.69916
23028        1   23295937   23460184    242      16  36989     -0.67027    1.1102e-15     -0.67027
7798         1   23360516   23554301    410      21  36989     -0.81109    1.1102e-15     -0.81109
3352         1   23468388   23571222    293      15  36989     -0.84117    1.1102e-15     -0.84117
10236        1   23585953   23721143    207      20  36989      -1.5069    1.1102e-15      -1.5069
80818        1   23635941   23746357    207      24  36989       -2.031    1.3323e-15       -2.031
6920         1   23657555   23801269    308      27  36989      -1.9117    1.1102e-15      -1.9117
55616        1   23705056   23860750    387      29  36989      -1.5935    1.1102e-15      -1.5935
1870         1   23782920   23907712    302      33  36989     -0.99875    1.1102e-15     -0.99875
3399         1   23834421   23936285    177      30  36989      -0.4949    1.1657e-15      -0.4949
6135         1   23968269   24072915    243      33  36989      -1.1077    1.1102e-15      -1.1077
6924         1   24019856   24138549    140      19  36989      -0.5211    1.1102e-15      -0.5211
57095        1   24054876   24164722    104      13  36989     -0.48128    1.1657e-15     -0.48128
11313        1   24067275   24172029    101      10  36989     -0.53395    1.1102e-15     -0.53395
2582         1   24072089   24177294    100      10  36989     -0.60455    1.1102e-15     -0.60455
3155         1   24078367   24215110    266      12  36989      -1.4159    1.1102e-15      -1.4159
2517         1   24121567   24244859    322      12  36989      -1.4045    1.1102e-15      -1.4045
1269         1   24147005   24335549    308      13  36989      -1.4923    1.1102e-15      -1.4923
55629        1   24236301   24339952     15       7  36989       -1.555    1.1102e-15       -1.555
10772        1   24242935   24356953     11       5  36989     -0.24986     1.138e-15     -0.24986
127294       1   24332531   24488665    434      44  36989     -0.62573    1.1102e-15     -0.62573
58985        1   24396261   24519783    402      40  36989     0.052489    1.1519e-15     0.052489
163702       1   24430647   24563765    440      54  36989       1.4228    1.1102e-15       1.4228
57822        1   24595812   24740972    419      36  36989     -0.78852    1.1102e-15     -0.78852
90529        1   24633489   24791587    439      33  36989      0.16504     1.138e-15      0.16504
57185        1   24692245   24849473    401      28  36989       1.0166    1.1102e-15       1.0166
11123        1   24778841   24913510    447      42  36989       1.3476    1.1102e-15       1.3476
400746       1   24832567   24985819    505      41  36989       1.5723    1.1102e-15       1.5723
10250        1   24919594   25049772    282      20  36989      0.72174    1.1102e-15      0.72174
25932        1   25021760   25220815    386      26  36989      -1.2737    1.1102e-15      -1.2737
864          1   25176002   25341648    525      53  36989    -0.094385    1.1519e-15    -0.094385
25949        1   25498767   25609013     79      24  36989     -0.62653    1.1102e-15     -0.62653
57035        1   25518740   25624010     60      17  36989        -1.61    1.1102e-15        -1.61
6007         1   25548884   25706936     84      11  36989      -1.4023    1.1102e-15      -1.4023
23585        1   25614789   25738852     80       6  36989      -1.1601    1.1102e-15      -1.1601
6006         1   25637853   25797363    141       4  36989     -0.53832    1.1102e-15     -0.53832
55219        1   25707388   25876700    175       3  36989       -0.425    1.1657e-15       -0.425
26119        1   25820071   25945377    182      17  36989      -3.1941    1.3323e-15      -3.1941
57134        1   25893959   26161258    536      32  36989      -1.6743    1.1102e-15      -1.6743
57190        1   26076667   26194713    252      17  36989     -0.92737    1.1102e-15     -0.92737
56181        1   26096397   26209433    226      13  36989      -1.3906    1.1102e-15      -1.3906
79000        1   26108414   26235939    242      12  36989      -1.9964    1.1102e-15      -1.9964
164091       1   26137975   26252461    193      10  36989      -2.5686    1.3323e-15      -2.5686
3925         1   26160670   26283368    210      17  36989      -1.6132    1.1102e-15      -1.6132
5051         1   26236258   26376366    269      16  36989     -0.93507    1.1102e-15     -0.93507
2134         1   26298266   26412955    246      19  36989     -0.90913    1.1102e-15     -0.90913
7780         1   26314513   26423439    214      18  36989      -0.8384    1.1102e-15      -0.8384
84676        1   26327792   26444142    241      15  36989     -0.74658    1.1102e-15     -0.74658
149420       1   26387656   26502039    253      11  36989     -0.23364     1.138e-15     -0.23364
79927        1   26435511   26539119    259      17  36989     0.072355    1.1519e-15     0.072355
51042        1   26446388   26547364    279      23  36989     0.038831    1.1519e-15     0.038831
10256        1   26453981   26566375    335      26  36989     0.026279    1.1484e-15     0.026279
378807       1   26467119   26579033    359      28  36989      0.11823    1.1519e-15      0.11823
64793        1   26510644   26655529    499      23  36989    -0.062129    1.1519e-15    -0.062129
83442        1   26556213   26658013    345      16  36989     0.049907    1.1519e-15     0.049907
91544        1   26558773   26694756    461      25  36989     -0.25222    1.1657e-15     -0.25222
1043         1   26594411   26697014    353      24  36989     -0.37013    1.1657e-15     -0.37013
55057        1   26598350   26730621    454      37  36989     -0.41342    1.1657e-15     -0.41342
257101       1   26638125   26751023    376      39  36989     -0.49872    1.1657e-15     -0.49872
79727        1   26687269   26806219    293      36  36989     -0.28412    1.1657e-15     -0.28412
79947        1   26708773   26847797    312      28  36989     0.074693    1.1519e-15     0.074693
3151         1   26748902   26853133    209      21  36989     0.087287    1.1519e-15     0.087287
6195         1   26806249   26951520    281      23  36989      0.46028    1.1657e-15      0.46028
101928728    1   26968623   27072896    137      14  36989       2.0336    1.3323e-15       2.0336
8289         1   26972522   27158601    234      17  36989        2.075    1.3323e-15        2.075
55650        1   27063739   27174894    134      13  36989       1.9988    1.1102e-15       1.9988
84243        1   27103201   27234092    165      14  36989       1.7728    1.1102e-15       1.7728
2810         1   27139633   27240947    144      12  36989       1.6818    1.1102e-15       1.6818
54707        1   27155872   27266869    156      13  36989       1.8169    1.1102e-15       1.8169
63906        1   27166979   27276962    157      13  36989       1.8781    1.1102e-15       1.8781
8431         1   27187975   27290567    138      13  36989       1.9732    1.1102e-15       1.9732
10726        1   27198187   27323362    163      15  36989       1.7884    1.1102e-15       1.7884
